ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_GLOBAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,edad,INSE,GLOBAL_CATEGORICO
9,2,0,20172,9908,0,2,0,18,76.0,12,76001.0,8,9,2,1,2,1,1,0,1,1,0,0,1,0,0,1,0,5,5,0,4,1,1,0,78675,176001030796,291,2,1,0,0,3,176001030796,312,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,223,2,2.0,1,17.0,51.3,0
9,2,0,20222,58415,0,2,0,18,76.0,12,76001.0,1,8,0,1,4,1,1,1,0,1,0,0,0,0,0,3,1,12,3,2,3,3,0,0,111393,376001037617,74,2,0,0,0,3,376001037617,95,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,278,2,2.0,1,16.0,54.0,0
9,2,1,20202,36805,0,2,0,18,76.0,12,76001.0,6,6,1,1,2,1,1,0,0,1,0,1,0,1,1,3,0,2,11,0,0,0,3,1,124131,176001040101,215,2,1,0,0,3,176001040101,246,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,231,1,3.0,1,15.0,48.2,0
9,2,1,20172,20996,0,2,0,18,76.0,12,76001.0,8,8,2,1,4,1,1,0,0,1,0,1,1,0,3,3,3,4,4,1,0,2,0,0,53033,376001013149,81,2,0,0,0,3,376001013149,52,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,255,2,3.0,1,16.0,55.2,0
9,2,0,20172,14110,0,2,0,18,76.0,12,76001.0,4,8,2,3,4,1,1,1,0,1,0,0,0,1,0,3,1,6,11,0,1,2,0,0,658096,176001005091,268,2,1,0,0,3,176001005091,292,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,236,2,3.0,1,16.0,53.4,0
9,2,0,20214,46745,0,2,0,18,76.0,12,76001.0,4,8,1,0,2,1,1,1,0,1,0,1,0,0,1,3,1,6,0,0,1,3,3,0,105635,376001028065,127,2,0,0,0,2,376001028065,148,1,0,1,76001,0,76,0,0,76001.0,11,25,76.0,222,1,3.0,1,15.0,51.1,0
9,2,0,20222,58627,0,2,0,18,76.0,12,76001.0,8,1,2,1,2,1,1,1,1,1,1,1,0,1,1,3,0,12,4,0,2,1,0,0,738815,376001012673,27,1,0,0,0,2,376001012673,40,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,265,2,3.0,1,16.0,59.1,0
0,2,0,20194,31986,0,2,0,18,76.0,12,76001.0,4,9,1,1,2,0,0,1,1,1,0,1,1,2,0,3,1,3,11,0,4,1,0,0,17509,376001001353,311,2,0,0,0,3,376001001353,333,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,205,1,2.0,1,18.0,49.0,0
0,2,1,20172,19940,0,2,0,18,76.0,12,76001.0,8,8,0,3,0,1,0,0,0,1,0,1,0,2,0,0,0,5,11,0,4,3,0,0,153940,276001011354,259,2,1,0,0,0,276001011354,283,1,0,2,76001,0,76,0,0,76001.0,11,25,76.0,215,1,2.0,1,20.0,47.2,0
9,2,0,20222,59011,0,2,0,18,76.0,12,76001.0,9,10,0,0,5,0,1,1,0,0,0,1,0,1,0,3,1,4,10,0,2,1,3,1,111393,376001037617,74,2,0,0,0,3,376001037617,95,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,237,1,2.0,1,16.0,49.8,0
0,2,1,20202,44150,0,2,0,18,76.0,12,76001.0,3,5,1,1,4,1,1,1,1,1,0,1,0,1,3,3,3,2,11,1,0,0,4,1,151878,176001001770,228,2,1,0,0,3,176001001770,257,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,199,2,2.0,1,17.0,60.8,0
9,2,1,20214,49044,0,2,0,18,76.0,12,76001.0,10,0,1,1,4,1,1,1,0,1,0,0,0,1,0,1,1,3,10,0,0,2,3,1,754424,176001002253,261,2,1,0,0,3,176001002253,285,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,205,2,3.0,1,16.0,55.2,0
0,2,0,20172,20356,0,2,0,18,76.0,12,76001.0,0,8,1,2,2,0,0,1,0,0,1,0,0,0,0,3,1,12,4,0,0,0,4,1,160374,276001005184,249,2,1,0,0,0,276001005184,274,1,0,3,76001,0,76,0,0,76001.0,11,25,76.0,220,1,2.0,1,18.0,46.3,0
9,2,0,20214,47946,0,2,0,18,76.0,12,76001.0,9,9,0,2,1,1,0,0,1,1,0,0,0,1,1,0,3,4,9,0,0,1,3,0,89581,376001014404,19,2,0,0,0,0,376001014404,30,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,223,1,2.0,1,16.0,47.2,0
9,2,0,20194,31299,0,2,0,18,76.0,12,76001.0,8,11,2,2,0,1,1,0,1,1,1,1,1,1,3,3,3,6,8,1,0,1,2,1,24448,176001005341,274,2,1,0,0,3,176001005341,298,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,245,2,3.0,1,16.0,60.1,0
9,2,1,20202,35105,0,2,0,18,76.0,12,76001.0,9,9,2,0,2,1,1,1,0,1,0,0,0,0,1,3,1,6,9,1,4,2,0,0,84673,376001029746,55,2,0,0,0,3,376001029746,74,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,232,1,3.0,1,16.0,50.3,0
9,2,0,20194,26669,0,2,0,18,76.0,12,76001.0,8,10,0,0,5,0,0,0,1,0,0,1,0,0,0,0,2,11,4,2,3,4,1,3,17632,176001013310,265,2,1,0,0,3,176001013310,289,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,265,1,3.0,1,16.0,41.5,0
9,2,1,20221,4103,0,2,0,18,76.0,12,76001.0,8,8,2,2,4,1,1,1,1,1,0,1,1,0,2,1,2,12,10,0,4,1,1,0,105700,376001037536,190,2,0,1,0,0,376001037536,211,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,208,2,3.0,1,17.0,56.0,0
9,2,0,20194,27578,0,2,0,18,76.0,12,76001.0,8,8,1,0,2,0,1,1,0,1,1,0,0,0,0,1,2,4,11,1,0,1,0,0,17210,376001001132,45,2,0,0,0,3,376001001132,198,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,237,1,3.0,1,16.0,49.5,0
9,2,0,20222,68264,0,2,0,18,76.0,12,76001.0,8,9,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,9,11,0,4,0,0,0,24448,176001005341,274,2,1,0,0,3,176001005341,298,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,252,1,2.0,1,16.0,43.4,0
9,2,0,20202,42894,0,2,0,18,76.0,12,76001.0,9,9,1,1,4,1,1,1,1,1,1,1,1,2,3,3,1,3,11,0,0,1,4,1,106054,376001014439,144,2,0,0,0,2,376001014439,167,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,218,2,2.0,1,14.0,57.0,0
9,2,1,20194,22925,0,2,0,18,76.0,12,76001.0,3,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,5,6,0,0,2,0,0,59006,376001023870,43,2,0,0,0,3,376001023870,61,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,189,0,2.0,1,15.0,36.0,0
9,2,1,20171,6660,0,2,0,18,76.0,12,76001.0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,3,1,10,10,0,4,1,0,0,58727,376001028219,87,2,0,1,0,2,376001028219,108,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,266,3,3.0,1,16.0,65.4,0
9,2,0,20222,68075,0,2,0,18,76.0,12,76001.0,4,9,0,1,4,0,0,0,0,0,0,1,0,0,0,3,2,9,9,1,1,3,3,1,17897,176001004531,262,2,1,0,0,3,176001004531,286,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,254,0,3.0,1,16.0,35.2,0
9,2,0,20172,14800,0,2,0,18,76.0,12,76001.0,8,7,0,0,2,1,1,1,0,0,0,0,0,0,3,3,0,0,9,1,2,2,1,1,69138,376001030779,59,2,0,0,1,2,376001030779,78,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,217,1,3.0,1,17.0,47.9,0
0,2,0,20221,3884,0,2,0,18,76.0,12,76001.0,8,8,0,1,1,1,1,1,1,0,0,1,0,0,2,2,3,12,2,0,4,2,4,1,114694,376001043234,382,2,0,1,0,0,376001043234,429,1,1,2,76001,0,76,0,0,85001.0,71,7,85.0,175,2,3.0,1,18.0,55.7,0
9,2,0,20214,55934,0,2,0,18,76.0,12,76001.0,6,6,1,1,1,1,0,0,0,1,0,0,0,0,1,0,3,9,12,0,0,1,4,1,118448,176001014359,248,2,1,0,0,3,176001014359,273,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,202,1,2.0,1,16.0,42.7,0
9,2,1,20214,51837,0,2,0,18,76.0,12,76001.0,2,8,0,2,1,1,1,0,0,1,0,1,0,0,1,2,0,6,10,1,3,3,3,1,725390,176001037600,282,2,1,0,0,3,176001037600,305,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,198,1,2.0,1,18.0,45.9,0
9,2,0,20222,57970,0,2,0,18,76.0,12,76001.0,8,9,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,3,4,0,1,3,0,0,737122,176001004973,239,2,1,0,0,0,276001043884,214,0,1,5,76001,0,76,0,0,76001.0,11,25,76.0,211,1,2.0,1,15.0,47.6,0
9,2,0,20172,11124,0,2,0,18,76.0,12,76001.0,6,8,1,1,4,1,1,1,1,1,0,1,0,0,1,1,1,9,9,1,0,1,3,0,122846,176001012101,246,2,1,0,0,3,176001004515,414,0,1,1,76001,0,76,0,0,76001.0,11,25,76.0,230,1,2.0,1,15.0,51.0,0
0,2,1,20194,31622,0,2,0,18,76.0,70,76892.0,8,10,1,4,4,0,1,1,0,1,1,1,0,0,3,3,3,7,7,0,4,0,4,0,114694,376001043234,382,2,0,1,0,0,376001043234,429,1,1,2,76001,0,76,0,0,76892.0,72,25,76.0,199,2,2.0,1,19.0,55.9,0
0,2,1,20172,13334,0,2,0,18,76.0,12,76001.0,9,9,2,1,1,1,1,1,0,1,0,1,1,0,3,3,0,7,6,0,0,3,0,0,53033,376001013149,81,2,0,0,0,3,376001013149,52,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,237,2,3.0,1,18.0,55.7,0
0,2,0,20202,40935,0,2,0,18,76.0,12,76001.0,7,9,2,2,0,1,1,0,0,0,0,0,0,1,0,3,2,2,11,2,4,1,0,0,265066,176001001818,224,2,1,0,0,0,176001001818,119,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,270,1,2.0,1,17.0,46.2,0
9,2,0,20202,42904,0,2,0,18,76.0,12,76001.0,8,6,1,2,1,1,1,1,0,1,0,0,0,0,0,1,0,8,11,0,0,2,0,0,89144,176001001800,293,2,1,0,0,3,176001001800,315,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,235,1,3.0,1,16.0,49.7,0
0,2,0,20222,63825,0,2,0,18,76.0,12,76001.0,8,8,0,1,4,1,1,0,0,1,0,1,0,1,0,3,1,3,11,0,2,3,3,0,755413,276001005184,249,2,1,0,0,0,276001003394,33,0,0,5,76001,0,76,0,0,76001.0,11,25,76.0,193,1,2.0,1,18.0,50.1,0
0,2,0,20172,20288,0,2,0,18,76.0,12,76001.0,4,9,1,3,1,1,1,0,0,1,1,0,0,1,1,3,0,6,11,0,2,1,2,1,70177,376001013181,73,2,0,1,0,0,376001013181,94,1,1,2,76001,0,76,0,0,76001.0,11,25,76.0,218,2,3.0,1,21.0,51.1,0
9,2,0,20222,58934,0,2,0,18,76.0,12,76001.0,11,0,1,1,4,1,1,1,1,1,1,0,1,1,3,3,3,9,10,0,3,3,0,0,734749,176001007166,288,2,1,0,0,3,176001007166,309,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,265,3,3.0,1,16.0,67.5,0
9,2,0,20214,45891,0,2,0,18,76.0,12,76001.0,9,10,2,1,2,1,1,1,0,1,0,1,0,0,3,1,1,4,4,0,3,1,1,1,48637,176001005121,280,2,1,0,0,3,176001005121,314,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,215,2,3.0,1,15.0,53.3,0
9,2,1,20214,54502,0,2,0,18,76.0,12,76001.0,11,8,0,1,4,1,0,1,1,0,0,1,0,1,0,2,0,12,8,0,0,2,1,0,755199,276001010994,232,2,1,0,0,3,276001010994,259,1,0,5,76001,0,76,0,0,76001.0,11,25,76.0,209,1,2.0,1,16.0,48.9,0
9,2,1,20172,14864,0,2,1,18,76.0,12,76001.0,0,9,0,2,4,1,1,1,0,1,0,0,0,1,3,3,1,7,11,0,0,1,3,0,629725,376001022351,368,2,0,0,0,3,376001022351,66,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,209,2,3.0,1,16.0,56.5,0
9,2,1,20202,34923,0,2,0,18,76.0,12,76001.0,4,8,0,0,5,1,1,1,1,0,1,1,1,0,2,1,2,6,6,2,0,1,0,0,155499,376001030825,210,2,0,0,0,2,376001030825,240,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,231,2,2.0,1,17.0,53.6,0
0,2,1,20172,13181,0,2,0,18,76.0,12,76001.0,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5,11,0,0,2,0,0,265066,176001001818,224,2,1,0,0,0,176001001818,293,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,244,1,3.0,1,18.0,45.4,0
0,2,0,20222,65761,0,2,1,18,76.0,12,76001.0,9,7,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,12,11,0,2,2,3,0,268201,176001025946,270,2,1,0,0,3,176001025946,294,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,218,0,2.0,1,19.0,40.5,0
0,2,0,20172,19048,0,2,0,18,76.0,12,76001.0,8,8,0,4,5,1,1,1,1,1,0,1,1,3,0,3,3,5,6,1,0,3,0,0,164384,176001007115,226,2,1,0,0,3,176001007115,255,1,1,2,76001,0,76,0,0,76001.0,11,25,76.0,177,2,2.0,1,18.0,58.7,0
9,2,0,20222,68611,0,2,0,18,76.0,12,76001.0,10,8,4,2,1,1,1,1,1,1,1,0,1,1,0,1,0,10,11,0,4,1,1,1,100461,376001041602,18,2,0,1,0,0,376001041602,29,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,242,2,3.0,1,17.0,58.3,0
9,2,0,20221,742,0,2,0,18,76.0,12,76001.0,9,8,2,1,2,1,1,1,1,1,1,0,0,2,3,0,0,3,3,0,4,3,0,0,118745,376001008871,145,2,0,1,0,0,376001008871,168,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,260,2,3.0,1,17.0,57.5,0
9,2,0,20202,40991,0,2,1,18,76.0,12,76001.0,3,7,0,2,2,1,1,0,1,1,0,0,0,0,0,0,2,2,9,0,0,1,0,0,735118,176001020693,237,2,1,0,0,3,176001020693,264,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,205,1,2.0,1,17.0,44.6,0
9,2,0,20214,51001,0,2,0,18,76.0,12,76001.0,8,7,1,1,4,1,0,1,1,1,1,1,0,1,2,3,0,11,8,0,0,3,0,0,53066,376001000802,157,2,0,0,0,2,376001000802,180,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,267,1,3.0,1,17.0,50.7,0
9,2,0,20222,60315,0,2,0,18,76.0,12,76001.0,9,7,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,3,11,2,1,1,0,0,735597,176001029411,213,2,1,0,0,3,176001003012,408,0,1,5,76001,0,76,0,0,76001.0,11,25,76.0,267,1,3.0,1,16.0,44.7,0
9,2,0,20171,6007,0,2,0,18,76.0,12,76001.0,10,10,2,1,4,1,1,1,1,1,1,0,0,2,3,3,1,10,10,1,1,1,1,0,95786,376001013203,194,2,0,1,0,2,376001013203,217,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,254,3,3.0,1,17.0,65.3,0
9,2,1,20222,68307,0,2,0,18,76.0,12,76001.0,8,11,2,1,2,0,0,1,1,0,0,1,0,0,0,3,2,5,8,0,4,1,0,0,17509,376001001353,311,2,0,0,0,3,376001001353,333,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,264,1,2.0,1,16.0,47.0,0
9,2,1,20214,56672,0,2,0,18,76.0,12,76001.0,0,8,1,4,0,1,1,1,1,1,0,1,0,1,2,1,0,2,2,0,4,0,0,0,36699,176001008642,332,2,1,0,0,3,176001008642,317,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,262,2,3.0,1,16.0,57.0,0
0,2,1,20171,5234,0,2,0,18,76.0,12,76001.0,10,10,2,1,4,1,1,1,1,1,0,0,0,1,3,3,3,12,4,0,4,3,0,0,53082,376001000586,174,2,0,1,0,2,376001000586,197,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,252,2,3.0,1,18.0,60.1,0
9,2,1,20194,30972,0,2,0,18,76.0,12,76001.0,8,9,1,2,4,1,1,0,1,1,0,1,0,2,3,1,1,5,9,1,4,1,0,0,267575,176001008791,218,2,1,0,0,3,176001008791,249,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,203,2,3.0,1,17.0,52.6,0
9,2,0,20194,25157,0,2,0,18,76.0,12,76001.0,8,8,2,0,5,1,1,1,1,1,0,0,0,0,1,3,1,3,8,0,0,2,0,0,66258,176001007875,290,2,1,0,0,3,176001007875,311,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,254,2,3.0,1,16.0,55.3,0
9,2,0,20222,63627,0,2,0,18,76.0,12,76001.0,8,9,1,2,2,1,1,1,0,0,0,1,0,0,0,0,2,0,11,2,2,1,3,1,694794,276001011184,255,2,1,0,0,3,276001008434,363,0,0,5,76001,0,76,0,0,76001.0,11,25,76.0,280,1,2.0,1,16.0,43.1,0
9,2,0,20171,4888,0,2,0,18,76.0,12,76001.0,6,0,3,1,4,1,1,1,1,1,1,0,1,1,2,3,0,5,11,1,0,3,3,0,53082,376001000586,174,2,0,1,0,2,376001000586,197,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,227,2,3.0,1,16.0,57.5,0
9,2,0,20172,13163,0,2,0,18,76.0,12,76001.0,9,8,2,1,2,1,0,1,1,1,1,0,0,0,2,3,0,0,11,0,3,3,0,0,89359,176001032055,285,2,1,0,0,3,176001032055,326,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,280,1,3.0,1,16.0,49.6,0
9,2,0,20194,29127,0,2,0,18,76.0,12,76001.0,10,10,1,1,1,1,1,1,1,1,0,1,0,2,3,3,3,9,5,0,0,2,0,0,17210,376001001132,45,2,0,0,0,3,376001001132,198,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,247,2,3.0,1,16.0,60.8,0
9,2,0,20214,47905,0,2,0,18,76.0,12,76001.0,8,7,0,1,4,1,1,1,0,0,0,0,0,1,3,3,3,12,11,0,2,2,0,0,89581,376001014404,19,2,0,0,0,0,376001014404,30,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,206,2,2.0,1,16.0,51.7,0
9,2,0,20202,36858,0,2,0,18,76.0,12,76001.0,8,8,2,2,1,1,1,1,0,1,1,1,0,0,1,1,0,11,11,0,0,1,0,1,17681,176001001729,278,2,1,0,0,3,176001001729,301,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,223,2,3.0,1,17.0,51.8,0
9,2,1,20202,41509,0,2,0,18,76.0,12,76001.0,7,9,6,1,2,0,0,1,0,0,0,0,0,0,2,2,1,0,9,2,0,0,2,3,106021,376001027280,314,2,0,0,0,2,376001027280,336,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,254,0,3.0,1,16.0,32.7,0
9,2,0,20202,44830,0,2,0,18,76.0,12,76001.0,8,8,4,3,4,1,1,1,0,0,1,1,1,1,0,3,0,12,4,1,0,2,0,0,736496,176001028872,284,2,1,0,0,3,176001028872,306,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,197,2,2.0,1,17.0,54.9,0
9,2,1,20172,20876,0,2,0,18,76.0,12,76001.0,8,10,1,1,4,1,1,1,1,1,0,1,1,1,1,1,1,8,11,0,0,2,3,1,192674,376001000411,49,2,0,0,0,3,376001000411,68,1,1,3,76001,0,76,0,0,76001.0,11,25,76.0,195,2,2.0,1,17.0,56.9,0
9,2,0,20194,23094,0,2,0,18,76.0,12,76001.0,4,9,2,1,4,1,1,1,1,1,1,1,0,2,1,3,1,1,2,1,4,3,2,3,118737,176001020065,220,2,1,0,0,3,176001020065,250,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,273,2,3.0,1,17.0,60.0,0
9,2,0,20222,68703,0,2,0,18,76.0,12,76001.0,9,7,2,1,2,1,0,1,1,1,0,0,0,1,3,3,0,6,11,1,0,3,0,0,62422,176001008791,218,2,1,0,0,3,176001008791,249,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,225,1,2.0,1,16.0,49.9,0
9,2,0,20172,20484,0,2,0,18,76.0,12,76001.0,4,1,1,2,4,1,0,1,0,1,0,0,0,2,2,2,0,6,9,0,0,3,0,0,267849,176001013301,277,2,1,0,0,3,176001013301,325,1,0,5,76001,0,76,0,0,76001.0,11,25,76.0,238,1,3.0,1,16.0,47.6,0
9,2,0,20202,43395,0,2,1,18,76.0,12,76001.0,9,7,0,1,5,1,1,1,1,1,1,1,0,0,3,3,3,12,10,0,0,3,0,0,162958,176001027001,258,2,1,0,0,3,176001027001,2,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,215,2,2.0,1,16.0,56.6,0
9,2,0,20194,23261,0,2,0,18,76.0,12,76001.0,8,8,2,2,4,1,1,1,1,1,0,1,0,0,2,3,1,3,11,0,0,3,0,0,106088,176001022360,276,2,1,0,0,3,176001022360,300,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,197,2,3.0,1,16.0,52.8,0
9,2,0,20222,60657,0,2,0,18,76.0,12,76001.0,8,8,0,2,4,0,0,0,1,0,0,0,0,1,0,3,0,9,12,0,0,2,0,0,629477,376001020536,69,2,0,0,0,2,376001020536,90,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,218,1,3.0,1,16.0,44.8,0
9,2,1,20202,34945,0,2,0,18,76.0,12,76001.0,7,7,1,2,4,1,1,1,1,0,1,0,0,0,0,1,2,9,11,0,2,3,0,0,95141,376001033441,348,2,0,0,0,3,376001033441,379,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,195,1,2.0,1,18.0,46.2,0
9,2,0,20222,68880,0,2,0,18,76.0,12,76001.0,8,9,5,0,4,0,0,0,0,0,0,1,0,0,0,1,1,11,11,0,0,0,0,0,628644,376001013149,81,2,0,0,0,3,376001013149,102,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,164,0,2.0,1,17.0,40.9,0
9,2,0,20201,33819,0,2,0,18,76.0,12,76001.0,8,8,1,1,2,1,1,1,1,1,1,0,0,1,1,3,0,4,4,2,0,1,0,0,714634,376001033859,155,2,0,1,0,0,376001033859,178,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,238,2,3.0,1,16.0,57.7,0
9,2,0,20222,68695,0,2,0,18,76.0,12,76001.0,9,9,2,1,4,1,0,1,0,1,0,1,0,0,1,1,0,2,8,2,4,1,0,0,62422,176001008791,218,2,1,0,0,3,176001008791,249,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,176,1,2.0,1,15.0,49.2,0
0,2,0,20202,40774,0,2,0,18,76.0,12,76001.0,9,8,1,3,0,1,0,1,0,1,1,1,0,2,0,1,0,4,2,0,4,3,0,0,53066,376001000802,157,2,0,0,0,2,376001000802,180,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,174,2,3.0,1,17.0,52.0,0
9,2,0,20172,13162,0,2,0,18,76.0,12,76001.0,3,8,2,0,2,1,1,1,0,1,1,0,0,0,3,3,0,5,9,1,0,3,0,0,265066,176001001818,224,2,1,0,0,0,176001001818,293,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,233,2,3.0,1,17.0,55.4,0
9,2,0,20202,38087,0,2,1,18,76.0,12,76001.0,8,9,2,2,4,1,1,0,0,0,0,0,1,0,1,1,1,3,9,1,2,1,0,0,709154,176001001664,292,2,1,0,0,3,176001001664,313,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,233,1,2.0,1,18.0,48.2,0
9,2,0,20194,27750,0,2,0,18,76.0,12,76001.0,7,7,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,3,9,0,0,0,3,1,66274,176001006119,297,2,1,0,0,3,176001006119,319,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,221,0,3.0,1,18.0,37.4,0
9,2,1,20214,48596,0,2,0,18,76.0,12,76001.0,8,8,1,2,1,1,1,1,1,1,0,1,0,0,0,3,0,4,4,1,4,2,1,1,124131,176001040101,215,2,1,0,0,3,176001040101,246,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,162,2,3.0,1,17.0,53.3,0
9,2,1,20214,55060,0,2,0,18,76.0,12,76001.0,8,1,2,2,2,1,1,0,1,1,0,1,1,1,1,3,0,9,8,0,0,3,1,1,89326,376001008633,198,2,0,1,0,0,376001008633,226,1,1,2,76001,0,76,0,0,76001.0,11,25,76.0,262,2,3.0,1,17.0,53.9,0
9,2,1,20172,16788,0,2,0,18,76.0,12,76001.0,8,9,2,2,1,1,1,1,0,1,0,1,0,1,3,1,1,8,8,0,2,3,0,0,27235,176001029411,213,2,1,0,0,3,176001029411,244,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,234,2,3.0,1,16.0,55.0,0
9,2,0,20194,26629,0,2,0,18,76.0,12,76001.0,6,6,2,1,4,1,1,1,1,1,1,0,0,1,3,1,1,2,2,0,0,1,2,0,17657,176001001796,273,2,1,0,0,3,176001001796,297,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,228,2,3.0,1,16.0,56.3,0
