ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_CODIGO_ICFES,COLE_COD_DANE_ESTABLECIMIENTO,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_GLOBAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION,edad,INSE,GLOBAL_CATEGORICO
9,2,1,20214,50604,0,2,0,18,76.0,12,76001.0,9,9,1,1,2,1,1,1,0,1,0,1,0,0,3,0,0,3,11,2,4,1,1,1,20032,176001002555,301,2,1,0,0,3,176001002555,324,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,311,1,2.0,1,16.0,48.1,1
9,2,0,20172,18994,0,2,0,18,76.0,12,76001.0,4,9,1,2,1,1,1,1,1,1,0,1,0,1,1,0,1,6,4,0,1,2,3,1,105783,376001013131,50,2,0,0,0,0,376001013131,69,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,293,2,3.0,1,15.0,53.1,1
9,2,0,20214,57170,0,2,0,18,76.0,12,76001.0,8,8,1,1,1,1,1,1,0,1,0,0,0,2,0,3,3,3,4,0,0,1,3,1,119750,376001016920,341,2,0,0,0,3,376001016920,373,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,300,2,3.0,1,16.0,53.4,1
9,2,1,20222,59742,0,2,0,18,76.0,12,76001.0,8,9,2,0,2,0,1,1,1,0,0,0,0,1,2,1,0,12,4,0,0,0,1,1,267021,176001005091,268,2,1,0,0,3,176001005091,292,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,286,1,3.0,1,18.0,47.0,1
9,2,1,20194,21652,0,2,0,18,76.0,12,76001.0,2,7,0,2,1,1,1,1,0,0,0,0,1,0,1,1,0,5,12,0,4,1,0,0,16907,176001001770,228,2,1,0,0,3,176001001770,257,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,283,1,2.0,1,17.0,47.2,1
9,2,1,20214,45572,0,2,0,18,76.0,12,76001.0,8,0,1,1,4,1,1,1,1,1,1,0,1,3,1,1,1,10,11,1,0,1,0,0,743195,376001024680,363,2,0,0,0,3,376001024680,393,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,303,3,3.0,1,15.0,65.1,1
0,2,1,20222,67708,0,2,0,18,76.0,12,76001.0,6,7,1,2,2,1,1,1,0,1,0,0,0,0,1,1,3,8,11,0,1,1,4,1,17343,376001031031,96,2,0,1,0,0,376001031031,116,1,1,2,76001,0,76,0,0,76001.0,11,25,76.0,305,1,3.0,1,18.0,47.3,1
9,2,1,20172,10527,0,2,0,18,76.0,12,76001.0,4,0,2,1,4,1,1,1,1,1,0,0,0,2,3,1,1,2,8,0,2,1,1,0,17632,176001013310,265,2,1,0,0,3,176001013310,289,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,296,2,3.0,1,16.0,60.6,1
0,2,1,20202,37301,0,2,0,18,76.0,12,76001.0,7,8,2,1,2,1,0,1,1,1,0,0,1,1,1,0,0,0,10,1,0,3,0,0,17699,176001001753,283,2,1,0,0,3,176001001753,303,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,281,1,3.0,1,18.0,50.2,1
9,2,0,20194,23983,0,2,0,18,76.0,12,76001.0,9,9,0,1,4,1,0,1,1,1,0,0,0,2,2,1,0,12,11,2,0,1,0,0,151878,176001001770,228,2,1,0,0,3,176001001770,257,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,302,1,2.0,1,16.0,48.6,1
9,2,0,20201,33811,0,2,0,18,76.0,12,76001.0,5,0,5,1,1,1,1,1,1,1,1,0,1,3,0,2,3,1,8,1,2,0,0,1,17186,376001006983,149,0,0,1,0,0,376001006983,172,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,332,3,4.0,1,16.0,69.0,1
9,2,0,20214,53300,0,2,0,18,76.0,12,76001.0,9,8,1,0,1,1,1,1,1,1,0,0,0,1,3,3,1,6,2,1,0,2,2,1,726141,176001005813,242,2,1,0,0,3,176001005813,268,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,285,2,3.0,1,15.0,56.1,1
9,2,0,20171,6246,0,2,0,18,76.0,12,76001.0,8,8,3,1,4,1,1,1,1,1,1,0,0,1,3,3,3,12,11,0,2,1,0,0,121939,376001000390,172,0,0,1,0,3,376001000390,195,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,295,2,3.0,1,15.0,59.3,1
9,2,1,20202,38828,0,2,0,18,76.0,12,76001.0,8,5,1,4,0,1,1,1,1,1,0,1,1,1,0,0,2,9,2,2,2,3,0,0,74674,376001029452,179,2,0,0,0,3,376001029452,200,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,317,2,3.0,1,16.0,56.6,1
9,2,1,20194,25037,0,2,0,18,76.0,12,76001.0,8,9,2,2,0,1,1,1,1,1,0,1,1,1,3,3,1,11,8,0,0,3,0,0,17798,176001001745,212,2,1,0,0,3,176001001745,280,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,334,2,3.0,1,16.0,57.7,1
9,2,1,20202,36176,0,2,0,18,76.0,12,76001.0,8,8,1,1,4,1,1,1,1,1,0,1,1,1,1,3,1,12,8,0,0,3,0,0,48322,176001006071,269,2,1,0,0,3,176001006071,323,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,350,2,3.0,1,16.0,58.2,1
9,2,0,20194,31581,0,2,0,18,76.0,12,76001.0,11,10,1,1,2,1,1,1,1,1,0,0,0,0,3,3,1,3,4,0,0,1,4,1,140517,376001042050,307,2,0,1,0,0,376001042050,330,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,302,2,3.0,1,16.0,56.8,1
9,2,0,20172,15468,0,2,0,18,76.0,12,76001.0,8,1,2,1,5,1,0,1,0,1,0,0,0,0,3,1,1,4,8,0,4,1,0,0,17053,176001007166,288,2,1,0,0,3,176001007166,309,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,303,2,3.0,1,16.0,51.7,1
9,2,1,20221,3329,0,2,0,18,76.0,12,76001.0,5,10,2,1,1,1,1,1,1,1,0,0,1,2,3,3,0,10,8,1,4,3,0,0,36897,376001000454,143,2,0,1,0,0,376001000454,166,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,297,3,3.0,1,16.0,70.8,1
9,2,0,20221,817,0,2,0,18,76.0,12,76001.0,1,5,2,2,1,1,1,1,1,1,1,0,1,2,3,3,1,3,8,0,3,3,0,0,199398,376001005596,51,0,0,1,0,2,376001005596,70,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,325,3,3.0,1,16.0,68.6,1
9,2,1,20214,49912,0,2,0,18,76.0,12,76001.0,8,8,2,1,4,1,1,1,1,1,1,0,0,1,1,1,1,2,5,2,0,1,1,1,158063,376001033808,181,2,0,0,0,0,376001033808,1,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,326,2,3.0,1,16.0,56.7,1
9,2,1,20222,60265,0,2,0,18,76.0,12,76001.0,8,0,1,2,4,1,0,1,1,1,0,0,1,2,3,3,1,3,8,2,4,1,3,1,112037,176001002911,229,2,1,0,0,3,176001002911,318,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,351,2,3.0,1,16.0,57.9,1
9,2,0,20172,13843,0,2,0,18,76.0,12,76001.0,10,8,1,2,4,1,1,1,1,1,1,0,1,2,3,3,3,2,2,0,2,2,2,0,658096,176001005091,268,2,1,0,0,3,176001005091,292,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,309,3,3.0,1,17.0,65.4,1
9,2,1,20202,37118,0,2,1,18,76.0,12,76001.0,9,5,1,2,2,1,1,1,1,1,0,0,0,2,3,3,1,9,10,0,2,2,4,2,726141,176001005813,242,2,1,0,0,3,176001005813,268,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,306,2,3.0,1,15.0,58.0,1
9,2,0,20171,8060,0,2,0,18,76.0,12,76001.0,10,0,2,1,4,1,1,1,1,1,1,1,0,2,2,3,3,12,12,0,4,1,0,0,16980,376001000721,108,2,0,1,0,0,376001000721,128,1,0,0,76001,0,76,0,0,76001.0,11,25,76.0,281,2,4.0,1,16.0,62.0,1
9,2,0,20222,60356,0,2,0,18,76.0,12,76001.0,10,7,0,2,4,1,0,0,1,0,0,1,0,0,0,0,1,9,9,2,0,3,0,0,111989,176001016491,279,2,1,0,0,3,176001016491,302,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,318,1,2.0,1,15.0,41.8,1
9,2,0,20194,22269,0,2,0,18,76.0,12,76001.0,11,0,2,2,2,0,1,1,0,1,0,0,0,0,0,3,3,3,11,2,3,2,0,0,118489,376001032984,351,2,0,0,0,2,376001032984,382,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,300,2,3.0,1,17.0,51.4,1
9,2,0,20221,945,0,2,0,18,76.0,12,76001.0,0,5,4,1,4,1,1,1,1,1,1,1,1,2,3,3,3,10,4,1,0,3,3,1,112078,376001037650,33,2,0,1,1,2,376001037650,48,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,304,3,4.0,1,17.0,73.3,1
9,2,1,20194,30120,0,2,0,18,76.0,12,76001.0,9,8,0,3,0,0,0,1,1,1,0,0,1,2,0,0,1,4,9,0,4,1,0,0,17632,176001013310,265,2,1,0,0,3,176001013310,289,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,282,1,3.0,1,17.0,48.4,1
9,2,1,20221,3,0,2,0,18,76.0,12,76001.0,0,10,5,0,2,1,1,1,1,1,1,0,1,2,1,3,1,1,11,0,4,3,0,0,730200,376001000861,99,2,0,1,0,0,376001000861,118,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,342,3,4.0,1,16.0,65.9,1
9,2,0,20194,26046,0,2,0,18,76.0,12,76001.0,10,6,1,1,4,1,0,1,0,1,0,1,0,0,0,0,1,6,3,2,3,0,0,0,89235,376001034090,88,2,0,0,0,3,376001034090,109,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,298,1,3.0,1,16.0,47.3,1
9,2,0,20194,27197,0,2,0,18,76.0,12,76001.0,1,9,1,2,4,1,0,1,1,1,0,1,0,0,0,3,1,5,7,0,4,3,0,0,31286,376001002546,147,2,1,0,0,3,376001002546,170,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,282,2,3.0,1,15.0,53.0,1
9,2,1,20222,57990,0,2,0,18,76.0,12,76001.0,9,10,1,1,2,1,1,1,1,1,0,0,1,0,2,0,0,3,8,0,4,1,0,0,167528,376001037242,183,2,0,0,0,0,376001037242,203,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,334,2,3.0,1,16.0,53.6,1
9,2,1,20214,47069,0,2,0,18,76.0,12,76001.0,8,10,1,1,4,1,0,1,0,1,0,0,0,2,1,1,3,12,4,1,2,1,0,0,111393,376001037617,74,2,0,0,0,3,376001037617,46,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,338,2,2.0,1,16.0,53.3,1
9,2,0,20214,52367,0,2,0,18,76.0,12,76001.0,4,8,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,5,11,2,1,3,0,0,95299,376001036670,186,2,0,0,0,2,376001036670,207,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,298,1,3.0,1,17.0,46.7,1
9,2,1,20202,39942,0,2,0,18,76.0,12,76001.0,9,10,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,12,3,0,0,0,1,0,265793,176001003586,245,2,1,0,0,3,176001003586,270,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,300,1,3.0,1,16.0,46.6,1
9,2,0,20194,21996,0,2,0,18,76.0,12,76001.0,4,4,1,2,2,1,0,1,1,1,1,1,0,0,0,1,2,5,5,0,0,3,0,0,162958,176001027001,258,2,1,0,0,3,176001027001,411,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,326,1,2.0,1,16.0,50.1,1
9,2,0,20201,33181,0,2,0,18,76.0,12,76001.0,10,8,2,1,4,1,1,1,1,1,1,0,0,2,3,3,1,12,11,0,2,3,0,0,62356,376001021885,135,2,0,1,0,2,376001021885,158,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,316,2,3.0,1,16.0,60.5,1
9,2,0,20222,61887,0,2,0,18,76.0,12,76001.0,0,10,2,2,3,1,1,1,1,1,1,1,0,1,1,3,3,4,2,0,4,3,0,1,17681,176001001729,278,2,1,0,0,3,176001001729,301,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,301,2,3.0,1,16.0,63.0,1
9,2,0,20222,57700,0,2,0,18,76.0,12,76001.0,8,8,1,2,4,1,1,1,0,1,0,1,0,0,0,0,1,5,11,0,1,2,0,0,106393,376001031121,161,2,0,0,0,3,376001031121,184,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,306,1,2.0,1,16.0,50.5,1
9,2,1,20222,66879,0,2,0,18,76.0,12,76001.0,10,10,2,2,1,1,1,1,1,1,0,1,1,2,3,3,1,12,12,0,0,1,0,0,66258,176001007875,290,2,1,0,0,3,176001007875,311,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,292,2,3.0,1,17.0,62.3,1
9,2,1,20222,69109,0,2,0,18,76.0,12,76001.0,8,11,1,3,1,1,1,1,1,1,0,0,0,0,3,3,1,0,11,1,3,3,0,0,94839,376001033492,359,2,0,1,0,0,376001033492,389,1,1,3,76001,0,76,0,0,76001.0,11,25,76.0,283,2,2.0,1,17.0,55.2,1
9,2,0,20172,18361,0,2,0,18,76.0,12,76001.0,8,7,2,0,5,1,0,1,1,1,0,0,1,0,2,1,2,4,9,2,2,3,0,0,84202,376001021966,15,2,0,0,0,3,376001021966,26,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,283,1,3.0,1,16.0,48.4,1
9,2,0,20214,46273,0,2,0,18,76.0,12,76001.0,1,10,2,1,1,1,1,1,1,1,0,1,0,0,3,3,1,1,11,0,0,1,0,0,74690,376001020544,72,2,0,0,0,2,376001020544,93,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,352,2,3.0,1,15.0,60.8,1
0,2,1,20171,4299,0,2,0,18,76.0,12,76001.0,5,0,5,1,4,1,1,1,1,1,1,1,1,2,3,3,3,10,11,0,4,3,0,0,16741,376001001221,34,2,0,1,1,0,376001001221,49,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,323,3,4.0,1,18.0,73.3,1
6,22,1,20222,67907,0,22,0,18,76.0,12,76001.0,9,0,0,3,4,1,1,1,1,1,0,0,1,0,1,1,0,12,2,0,2,3,0,0,70029,176001014359,248,2,1,0,0,3,176001030117,416,0,1,1,76001,0,76,0,0,76001.0,11,25,76.0,353,2,2.0,1,16.0,57.4,1
9,2,1,20202,41063,0,2,0,18,76.0,12,76001.0,8,8,1,2,4,1,1,1,0,1,0,0,0,1,1,1,0,3,11,0,1,3,0,0,66258,176001007875,290,2,1,0,0,3,176001007875,311,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,330,2,3.0,1,16.0,51.8,1
9,2,0,20221,3046,0,2,0,18,76.0,12,76001.0,4,8,2,1,4,1,1,1,0,1,0,1,0,2,1,3,0,6,5,0,0,3,0,0,628131,376001000543,168,2,0,1,0,3,376001000543,191,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,346,2,3.0,1,16.0,62.3,1
9,2,1,20202,38136,0,2,0,18,76.0,12,76001.0,9,9,1,0,2,1,1,1,0,1,0,0,1,0,3,3,3,4,4,0,2,1,3,1,70151,176001005805,222,2,1,0,0,3,176001005805,252,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,293,2,3.0,1,16.0,54.3,1
9,2,0,20201,34451,0,2,0,18,76.0,12,76001.0,8,8,4,1,4,1,1,1,1,1,1,1,0,1,3,3,1,3,2,0,4,3,1,0,17806,376001001639,355,2,0,1,1,0,376001001639,386,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,320,2,4.0,1,17.0,58.7,1
9,2,0,20202,38780,0,2,0,18,76.0,12,76001.0,9,6,2,3,0,1,1,1,0,0,0,0,0,1,0,3,1,3,11,2,0,3,0,0,16899,176001001681,214,2,1,0,0,3,176001001681,245,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,330,1,3.0,1,17.0,48.5,1
9,2,0,20194,24485,0,2,0,18,76.0,12,76001.0,8,8,1,1,4,1,1,1,0,1,0,0,1,2,2,0,3,3,4,1,2,1,0,0,66258,176001007875,290,2,1,0,0,3,176001007875,311,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,324,2,3.0,1,16.0,54.0,1
9,2,0,20194,27004,0,2,0,18,76.0,12,76001.0,8,9,1,2,4,1,1,1,1,1,0,1,0,0,3,3,0,12,11,0,2,1,0,0,727602,176001003918,298,2,1,0,0,3,176001003918,44,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,300,2,2.0,1,16.0,54.0,1
9,2,1,20222,68406,0,2,0,18,76.0,12,76001.0,3,10,2,3,1,1,1,1,0,1,0,1,1,3,3,3,1,5,10,0,2,1,0,0,714642,376001032429,21,2,0,1,0,0,376001032429,34,1,1,3,76001,0,76,0,0,76001.0,11,25,76.0,290,3,2.0,1,14.0,64.4,1
9,2,0,20172,12457,0,2,0,18,76.0,12,76001.0,0,1,1,2,4,1,1,1,1,1,1,0,1,2,3,3,3,8,11,2,2,1,0,0,55640,376001008625,203,2,0,0,0,3,376001008625,232,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,289,3,3.0,1,15.0,67.5,1
9,2,0,20171,8120,0,2,0,18,76.0,12,76001.0,0,0,2,3,5,1,1,1,1,1,0,0,1,0,3,3,1,10,10,0,4,2,0,0,16980,376001000721,108,2,0,1,0,0,376001000721,128,1,0,0,76001,0,76,0,0,76001.0,11,25,76.0,297,3,4.0,1,16.0,66.3,1
9,2,1,20172,18784,0,2,0,18,76.0,12,76001.0,1,10,2,2,1,1,1,1,0,1,1,1,0,2,0,0,0,11,11,0,0,1,0,0,16923,176001001699,252,2,1,0,0,3,176001001699,277,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,322,2,3.0,1,16.0,55.2,1
9,2,1,20214,53699,0,2,0,18,76.0,12,76001.0,9,9,0,1,2,1,1,1,1,0,0,0,1,1,3,3,1,6,11,1,4,3,0,0,17798,176001001745,212,2,1,0,0,3,176001001745,280,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,303,2,3.0,1,15.0,54.7,1
9,2,1,20222,65873,0,2,0,18,76.0,12,76001.0,8,8,3,3,4,0,1,1,1,1,0,0,1,0,2,1,1,12,6,0,0,2,0,0,106385,376001016041,12,2,0,0,0,3,376001016041,23,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,305,2,2.0,1,16.0,51.5,1
9,2,0,20171,5440,0,2,0,18,76.0,12,76001.0,8,10,2,2,4,1,1,1,0,1,0,1,1,0,1,1,3,8,8,2,4,3,0,0,46441,376001000888,193,2,0,1,0,2,376001000888,218,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,298,2,3.0,1,16.0,56.5,1
9,2,1,20172,9367,0,2,0,18,76.0,12,76001.0,9,8,0,1,2,0,0,1,0,1,0,0,0,2,0,1,0,9,9,0,0,1,0,0,16907,176001001770,228,2,1,0,0,3,176001001770,257,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,300,1,2.0,1,16.0,44.5,1
9,2,1,20221,220,0,2,0,18,76.0,12,76001.0,4,4,1,1,4,1,1,1,0,1,0,1,0,0,3,0,0,6,4,2,2,2,0,0,84640,376001026755,349,2,0,1,0,0,376001026755,380,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,287,2,3.0,1,15.0,60.3,1
9,2,0,20194,24799,0,2,0,18,76.0,12,76001.0,7,7,2,1,1,1,1,1,1,0,0,1,0,3,1,3,1,5,4,1,2,1,0,1,17798,176001001745,212,2,1,0,0,3,176001001745,280,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,321,2,3.0,1,15.0,51.3,1
9,2,1,20201,32793,0,2,0,18,76.0,12,76001.0,0,10,5,1,4,1,1,1,1,1,1,0,1,2,3,1,1,2,11,0,2,1,0,0,17061,376001001388,125,1,0,1,0,0,376001001388,146,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,334,3,4.0,1,16.0,65.1,1
9,2,0,20171,5180,0,2,0,18,76.0,12,76001.0,0,10,3,1,4,1,1,1,1,1,1,0,1,2,3,3,1,10,12,0,2,3,0,0,16881,376001000519,40,0,0,1,0,0,376001000519,57,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,338,3,4.0,1,16.0,68.7,1
9,2,1,20214,49923,0,2,0,18,76.0,12,76001.0,10,9,2,2,1,1,1,1,1,1,0,1,0,0,3,3,1,7,11,0,2,2,1,1,735910,176001020065,220,2,1,0,0,3,176001020065,250,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,303,2,3.0,1,17.0,56.0,1
0,2,0,20194,31455,0,2,0,18,76.0,12,76001.0,7,7,0,2,5,0,0,0,0,0,0,0,0,1,0,2,0,5,9,2,1,4,1,1,117887,376001032038,106,2,0,0,0,2,376001032038,126,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,283,0,2.0,1,17.0,30.5,1
9,2,0,20171,6717,0,2,0,18,76.0,12,76001.0,8,0,3,3,1,1,1,1,1,1,0,0,0,3,3,3,3,2,10,2,1,1,0,0,17129,376001001566,138,2,0,1,0,0,376001001566,161,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,287,3,4.0,1,17.0,64.9,1
9,2,0,20172,16589,0,2,0,18,76.0,12,76001.0,6,6,1,2,4,1,1,1,0,1,0,0,1,0,0,3,0,5,11,0,0,2,0,0,265207,176001007875,290,2,1,0,0,3,176001002792,357,0,1,1,76001,0,76,0,0,76001.0,11,25,76.0,302,2,3.0,1,16.0,51.3,1
9,2,1,20172,14500,0,2,0,18,76.0,12,76001.0,9,10,1,2,2,1,1,1,1,1,0,1,1,1,3,1,1,6,8,0,2,1,0,0,41426,176001002555,301,2,1,0,0,3,176001002555,324,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,358,2,2.0,1,16.0,58.2,1
9,2,1,20222,58610,0,2,0,18,76.0,12,76001.0,5,8,1,1,4,1,1,1,1,0,0,0,1,0,0,3,1,12,11,0,1,1,1,1,118307,376001006509,192,2,0,0,0,2,376001006509,213,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,326,2,3.0,1,16.0,54.3,1
9,2,0,20172,10692,0,2,0,18,76.0,12,76001.0,4,10,1,0,2,1,1,1,1,1,0,1,0,0,3,1,2,12,8,0,3,2,0,0,143065,376001026887,305,2,0,0,0,3,376001026887,329,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,295,2,3.0,1,16.0,56.2,1
9,2,0,20171,5475,0,2,0,18,76.0,12,76001.0,0,1,2,0,2,1,1,0,1,1,0,0,0,1,3,1,1,5,7,0,3,3,0,1,53058,376001007009,336,2,0,1,0,2,376001007009,366,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,283,2,3.0,1,16.0,57.0,1
9,2,1,20222,59308,0,2,0,18,76.0,12,76001.0,8,8,2,1,2,1,0,0,1,1,0,0,0,0,0,0,1,3,8,2,4,2,0,0,734749,176001007166,288,2,1,0,0,3,176001007166,309,1,1,5,76001,0,76,0,0,76001.0,11,25,76.0,317,1,3.0,1,16.0,48.5,1
9,2,1,20214,51341,0,2,0,18,76.0,12,76001.0,8,8,0,1,2,1,0,1,0,1,0,0,1,2,1,1,1,9,9,0,0,0,0,0,122846,176001012101,246,2,1,0,0,3,176001004515,414,0,1,1,76001,0,76,0,0,76001.0,11,25,76.0,314,1,2.0,1,16.0,50.6,1
9,2,1,20171,7633,0,2,0,18,76.0,30,76364.0,5,5,4,1,4,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,0,0,50567,376001009176,128,2,0,1,0,0,376001009176,149,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,353,3,4.0,1,17.0,68.0,1
9,22,0,20222,58328,0,22,0,18,76.0,12,76001.0,6,6,1,0,5,1,0,1,0,0,0,0,0,0,1,3,1,12,4,0,0,1,1,1,79228,176001028970,287,2,1,0,0,2,176001028970,308,1,1,4,76001,0,76,0,0,76001.0,11,25,76.0,308,1,2.0,1,18.0,45.7,1
0,2,0,20194,31354,0,2,0,18,76.0,12,76001.0,6,8,1,1,4,1,0,1,0,1,0,1,0,2,3,3,1,12,4,1,2,1,0,0,150110,376001021362,54,2,0,0,0,2,376001021362,73,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,285,2,3.0,1,17.0,52.1,1
9,2,1,20172,11723,0,2,0,18,76.0,12,76001.0,10,11,3,1,4,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,0,2,3,1,66282,176001020359,266,2,1,0,0,3,176001020359,290,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,307,3,3.0,1,16.0,67.1,1
9,2,1,20201,33670,0,2,0,18,76.0,12,76001.0,5,8,1,1,4,1,1,0,1,1,1,0,0,2,0,1,1,10,11,0,2,1,3,0,16691,376001001116,71,2,0,1,0,0,376001001116,92,1,1,0,76001,0,76,0,0,76001.0,11,25,76.0,326,2,4.0,1,16.0,57.8,1
9,2,1,20194,23776,0,2,0,18,76.0,12,76001.0,7,8,0,1,2,1,1,1,1,0,0,1,1,2,1,1,0,6,8,0,0,3,0,0,105833,276001011354,259,2,1,0,0,0,276001011354,283,1,0,1,76001,0,76,0,0,76001.0,11,25,76.0,294,2,2.0,1,17.0,54.0,1
9,2,1,20172,8819,0,2,0,18,76.0,12,76001.0,9,9,2,2,4,0,0,1,0,1,0,0,1,1,3,3,0,8,8,2,2,0,0,1,66258,176001007875,290,2,1,0,0,3,176001007875,311,1,1,1,76001,0,76,0,0,76001.0,11,25,76.0,337,1,3.0,1,16.0,48.7,1
