PERIODO,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,PUNT_GLOBAL,edad,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,GLOBAL_CATEGORICO
20182,376001000000.0,376001000000.0,192,17.0,10,7,0,7,23,16,7,8,0,2,1,1,1,0,0,1,1,0,0,1,0,3,1,6,11,0,4,1,0,0,179,2,0,0,0,3,210,1,1,1,0,0,0
20182,376001000000.0,376001000000.0,173,17.0,10,7,0,7,23,16,7,7,1,1,1,1,1,1,1,1,0,0,0,1,1,3,1,9,11,0,0,3,0,0,61,2,0,0,0,3,87,1,1,1,0,0,0
20194,376001000000.0,376001000000.0,218,17.0,10,7,1,7,23,16,8,6,0,1,4,1,1,1,0,1,0,1,0,0,0,1,1,9,11,0,4,2,0,0,200,2,0,0,0,2,231,1,1,1,0,0,0
20194,276001000000.0,276001000000.0,271,16.0,10,7,0,7,23,16,9,8,0,1,2,1,1,1,0,1,0,0,0,2,3,3,1,3,4,1,0,3,3,1,367,2,1,0,0,3,551,0,0,1,0,0,0
20202,176001000000.0,176001000000.0,220,16.0,10,7,1,7,23,16,7,6,0,1,4,1,1,1,0,1,0,1,0,0,0,1,2,12,11,0,4,3,3,1,298,2,1,0,0,3,334,1,1,4,0,0,0
20194,176001000000.0,176001000000.0,243,17.0,10,7,0,7,23,16,8,1,2,1,4,1,0,1,1,1,0,1,0,0,0,3,2,12,8,0,2,3,0,0,333,2,1,0,0,3,365,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,267,16.0,10,7,0,7,23,16,8,8,1,2,1,1,1,1,1,1,0,0,1,1,3,1,1,3,11,0,3,2,0,0,313,2,1,0,0,3,346,1,1,1,0,0,0
20201,376001000000.0,376001000000.0,255,,10,7,0,7,23,16,5,5,2,1,1,1,1,1,1,1,1,0,1,2,3,3,3,10,11,1,2,3,0,0,219,0,0,1,0,2,249,1,1,1,0,0,0
20194,176001000000.0,176001000000.0,227,16.0,10,7,0,7,23,16,8,8,2,0,5,0,0,1,0,0,0,0,0,0,2,0,0,12,4,0,4,0,0,0,277,2,1,0,0,3,317,1,1,4,0,0,0
20214,376001000000.0,376001000000.0,238,16.0,10,7,0,7,23,16,7,7,2,2,4,1,0,1,0,1,0,1,0,0,0,3,0,3,2,2,1,1,3,1,119,2,0,0,0,3,147,1,1,1,0,0,0
20221,376001000000.0,376001000000.0,233,16.0,10,7,0,7,23,16,0,5,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,10,1,1,3,3,1,163,1,0,1,0,0,192,1,1,0,0,0,0
20214,176001000000.0,176001000000.0,276,16.0,10,7,0,7,23,16,8,8,2,1,4,1,1,1,1,1,1,1,1,2,3,3,3,7,11,1,0,1,0,0,368,2,1,0,0,3,396,1,1,1,0,0,0
20201,376001000000.0,376001000000.0,162,52.0,0,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,128,2,0,1,0,0,155,1,1,2,0,0,0
20222,176001000000.0,176001000000.0,255,18.0,0,7,0,7,23,16,10,10,1,0,2,1,0,1,1,0,0,0,0,0,3,3,3,3,8,0,2,3,0,1,282,2,1,0,0,3,322,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,261,15.0,10,7,0,7,23,16,7,8,3,1,2,1,1,1,1,1,1,1,1,1,3,3,3,2,11,0,2,1,0,0,368,2,1,0,0,3,396,1,1,4,0,0,0
20194,176001000000.0,176001000000.0,228,18.0,10,7,1,7,23,16,4,8,1,3,0,1,1,1,1,1,0,0,1,0,3,0,1,6,11,1,0,2,0,0,284,2,1,0,0,3,23,1,1,5,0,0,0
20194,176001000000.0,176001000000.0,266,16.0,10,7,0,7,23,16,0,0,2,1,2,1,1,1,1,1,1,0,1,1,1,3,1,8,8,2,0,1,0,0,282,2,1,0,0,3,322,1,1,5,0,0,0
20214,376001000000.0,376001000000.0,228,16.0,10,7,0,7,23,16,4,4,0,2,4,1,0,1,1,1,0,1,1,0,0,3,3,3,11,0,0,2,3,1,77,2,0,0,0,1,103,1,1,2,0,0,0
20172,376001000000.0,376001000000.0,230,16.0,10,7,0,7,23,16,0,0,1,1,2,1,0,0,1,1,0,0,0,2,0,1,3,10,11,1,0,1,0,0,32,2,0,0,0,3,19,1,1,1,0,0,0
20222,376001000000.0,376001000000.0,260,17.0,10,7,0,7,23,16,8,6,4,1,1,1,1,1,1,0,0,0,0,1,0,3,0,12,12,0,2,1,0,0,19,2,0,0,0,0,35,1,1,1,0,0,0
20214,376001000000.0,376001000000.0,200,17.0,10,7,0,7,23,16,9,9,0,1,4,1,0,1,1,0,0,0,0,0,2,3,2,2,2,2,0,3,0,0,19,2,0,0,0,0,35,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,279,15.0,10,7,0,7,23,16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,3,3,3,5,4,0,0,3,0,0,333,2,1,0,0,3,365,1,1,1,0,0,0
20194,276001000000.0,276001000000.0,175,16.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,8,4,0,4,0,3,1,292,2,1,0,0,3,330,1,0,5,0,0,0
20191,376001000000.0,376001000000.0,198,18.0,0,7,0,7,23,16,4,9,3,1,1,1,1,1,1,1,1,0,1,1,1,2,0,6,6,2,0,0,0,2,58,2,0,1,0,0,83,1,1,0,0,0,0
20182,376001000000.0,376001000000.0,212,17.0,10,7,1,7,23,16,8,9,4,1,4,1,1,1,0,1,1,0,0,2,0,2,1,3,11,0,2,1,3,1,381,2,0,0,0,3,411,1,1,0,0,0,0
20222,176001000000.0,176001000000.0,220,18.0,0,7,1,7,23,16,9,9,2,0,2,1,1,1,0,1,1,0,1,1,1,3,1,7,11,1,0,3,3,0,357,2,1,0,0,3,383,1,1,5,0,0,0
20172,176001000000.0,176001000000.0,260,18.0,0,7,1,7,23,16,9,9,1,1,4,1,1,1,0,1,0,1,0,0,0,0,0,12,9,0,0,1,0,1,363,2,1,0,0,3,390,1,1,4,0,0,0
20214,176001000000.0,176001000000.0,187,16.0,10,7,0,7,23,16,9,8,1,1,2,1,0,1,1,1,0,1,0,0,0,0,1,5,12,0,1,3,0,0,288,2,1,0,0,3,327,1,1,5,0,0,0
20171,376001000000.0,376001000000.0,240,17.0,10,7,1,7,23,16,6,8,2,1,4,1,1,1,1,1,0,0,0,1,3,0,0,12,11,0,4,3,0,0,198,2,0,1,0,0,229,1,1,1,0,0,0
20194,176001000000.0,176001000000.0,273,16.0,0,7,1,7,23,16,9,9,1,2,4,1,0,1,1,1,0,0,0,0,0,0,2,3,11,1,2,3,0,0,327,2,1,0,0,3,530,1,1,4,0,0,0
20172,376001000000.0,376001000000.0,163,18.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,1,0,0,0,3,0,6,11,0,0,1,3,1,411,2,0,0,0,0,439,1,1,1,0,0,0
20172,176001000000.0,176001000000.0,269,16.0,10,7,1,7,23,16,8,8,1,1,2,1,1,1,1,1,0,1,1,0,0,1,0,3,11,1,0,0,3,1,280,2,1,0,0,3,320,1,1,4,0,0,0
20222,376001000000.0,376001000000.0,264,16.0,10,7,1,7,23,16,8,10,1,1,4,1,0,1,0,1,1,1,0,1,0,3,1,12,8,2,0,3,3,0,478,2,0,0,0,3,521,1,1,1,0,0,0
20181,376001000000.0,376001000000.0,243,16.0,10,7,0,7,23,13,0,0,2,1,4,1,1,1,1,1,1,1,1,3,3,3,0,10,10,0,0,3,0,0,198,2,0,1,0,0,229,1,1,0,0,0,0
20222,176001000000.0,176001000000.0,248,16.0,10,7,1,7,23,16,11,8,1,1,4,1,1,1,1,1,0,1,1,1,1,2,2,2,11,0,4,0,0,0,286,2,1,0,0,3,549,0,1,5,0,0,0
20182,176001000000.0,176001000000.0,254,16.0,10,7,0,7,23,16,10,8,1,1,2,1,1,1,1,1,0,0,0,2,1,3,1,3,11,0,2,1,0,0,364,2,1,0,0,3,524,0,1,1,0,0,0
20171,376001000000.0,376001000000.0,272,17.0,10,7,1,7,23,16,3,4,3,0,2,1,1,1,1,1,1,0,1,1,3,1,1,5,8,2,4,2,0,0,86,0,0,1,0,0,114,1,1,0,0,0,0
20172,176001000000.0,176001000000.0,212,16.0,10,7,1,7,23,16,9,9,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,5,9,2,4,2,3,0,365,2,1,0,0,3,392,1,1,4,0,0,0
20222,176002000000.0,176002000000.0,275,16.0,10,7,1,7,23,16,9,8,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,4,3,1,1,2,1,1,323,2,1,0,0,3,531,0,1,1,0,0,0
20194,376001000000.0,376001000000.0,197,18.0,0,7,1,7,23,16,0,0,4,1,2,1,1,1,1,1,1,0,0,0,1,3,1,10,10,0,0,2,0,0,249,2,0,1,0,3,280,1,1,1,0,0,0
20181,376001000000.0,376001000000.0,243,16.0,10,7,1,7,23,16,8,0,2,1,2,1,1,1,1,1,0,1,1,1,1,1,0,5,11,2,0,1,0,0,195,2,0,1,0,3,226,1,1,1,0,0,0
20211,376001000000.0,376001000000.0,244,18.0,0,7,0,7,23,16,5,0,2,1,2,1,1,1,1,1,1,0,0,3,0,0,0,10,10,1,0,3,0,0,66,2,0,1,0,0,92,1,1,1,0,0,0
20172,376001000000.0,376001000000.0,271,15.0,10,7,0,7,23,16,6,9,6,1,2,0,1,1,0,1,0,0,0,3,1,2,1,9,9,2,0,1,0,0,488,2,0,0,0,0,554,1,1,3,0,0,0
20202,376001000000.0,376001000000.0,208,17.0,10,7,0,7,23,16,8,8,2,1,5,1,1,1,0,1,0,1,0,1,3,2,2,6,9,1,1,2,0,1,99,2,0,0,0,3,69,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,204,16.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,309,2,1,0,0,3,342,1,1,1,0,0,0
20194,376001000000.0,376001000000.0,265,15.0,10,7,1,7,23,16,1,1,2,1,4,1,0,1,1,1,0,1,1,1,0,1,0,11,11,2,2,1,0,0,266,2,0,0,0,3,304,1,1,4,0,0,0
20222,176001000000.0,176001000000.0,212,15.0,10,7,1,7,23,16,10,10,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,8,8,1,4,1,0,0,276,2,1,0,0,3,356,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,210,17.0,10,7,1,7,23,16,8,9,1,1,1,1,1,1,1,1,0,1,0,1,0,0,2,11,11,0,0,1,3,0,304,2,1,0,0,3,339,1,1,5,0,0,0
20191,376001000000.0,376001000000.0,257,16.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,490,2,0,1,1,0,557,1,1,0,0,0,0
20172,176001000000.0,176001000000.0,177,50.0,0,7,0,7,23,16,2,7,3,3,4,0,1,1,1,1,1,0,0,3,3,1,2,0,10,0,0,2,3,0,366,2,1,0,0,3,393,1,1,3,0,0,0
20202,176001000000.0,176001000000.0,235,16.0,10,7,1,7,23,16,6,8,1,1,4,1,0,0,1,1,0,0,0,0,0,3,2,2,11,0,4,3,1,1,303,2,1,0,0,3,338,1,1,5,0,0,0
20194,176001000000.0,176001000000.0,257,16.0,10,7,0,7,23,16,9,8,1,3,4,1,1,1,1,1,1,0,0,1,1,3,1,2,11,0,2,3,0,0,364,2,1,0,0,3,391,1,1,4,0,0,0
20202,376001000000.0,376001000000.0,223,18.0,0,7,1,7,23,16,9,6,0,1,4,1,1,1,0,1,0,1,0,0,1,1,0,8,8,0,2,2,3,1,145,2,0,0,0,3,84,1,1,4,0,0,0
20182,176001000000.0,176001000000.0,274,16.0,10,7,1,7,23,16,8,11,2,1,1,1,1,1,1,1,1,1,1,0,0,3,0,12,12,1,0,3,3,0,320,2,1,0,0,3,353,1,1,1,0,0,0
20172,176001000000.0,176001000000.0,236,16.0,10,7,0,7,23,16,6,6,2,2,4,1,0,1,1,1,0,1,0,0,1,3,0,2,2,2,0,1,1,1,357,2,1,0,0,3,383,1,1,1,0,0,0
20201,376001000000.0,376001000000.0,267,15.0,10,7,0,7,23,16,4,1,2,3,0,1,1,1,0,1,1,0,0,1,0,3,1,6,8,0,0,1,0,0,118,2,0,1,0,2,146,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,191,17.0,10,7,0,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,306,2,1,0,0,0,466,0,1,4,0,0,0
20181,376001000000.0,376001000000.0,260,17.0,10,7,1,7,23,16,0,0,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,10,10,1,0,1,1,1,211,2,0,1,0,0,241,1,1,1,0,0,0
20194,276001000000.0,276002000000.0,218,16.0,10,7,0,7,23,16,8,8,1,1,3,1,0,0,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,317,2,1,0,0,0,542,0,1,5,0,0,0
20202,176001000000.0,176001000000.0,262,16.0,10,7,1,7,23,16,11,8,0,1,2,1,0,1,0,0,0,1,0,2,0,1,0,10,11,2,1,1,1,1,309,2,1,0,0,3,343,1,1,5,0,0,0
20182,376001000000.0,376001000000.0,187,18.0,0,7,1,7,23,16,7,6,0,2,4,1,1,1,1,1,1,1,1,3,0,3,3,4,8,1,0,2,3,1,447,2,0,0,0,2,491,1,1,1,0,0,0
20201,376001000000.0,376001000000.0,233,,10,7,0,7,23,16,10,8,1,1,4,1,1,1,1,1,0,0,1,1,0,0,1,5,10,1,1,0,0,0,220,2,0,1,0,2,250,1,1,0,0,0,0
20214,376001000000.0,376001000000.0,193,18.0,0,7,0,7,23,16,8,8,1,2,0,1,0,1,0,1,0,1,0,0,0,3,0,12,9,1,0,1,0,0,383,2,0,1,0,0,413,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,223,17.0,0,7,1,7,23,16,9,8,1,2,4,0,1,1,0,1,0,0,0,0,0,1,0,12,4,0,2,3,0,0,354,2,1,0,0,3,394,1,1,1,0,0,0
20214,376001000000.0,376001000000.0,223,18.0,0,7,1,7,23,16,8,7,1,3,3,0,1,0,1,1,0,0,1,0,0,3,0,8,2,1,2,2,3,0,449,2,0,0,0,3,493,1,1,1,0,0,0
20202,376001000000.0,376001000000.0,187,16.0,10,7,1,7,23,16,3,3,1,1,2,0,0,0,0,1,0,0,0,3,0,1,2,2,11,2,4,0,3,1,85,2,0,0,0,0,113,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,247,16.0,10,7,1,7,23,16,8,8,0,1,4,1,1,1,0,1,0,1,0,0,0,0,2,9,9,0,1,1,0,0,318,2,1,0,0,3,525,0,1,5,0,0,0
20172,376001000000.0,376001000000.0,219,16.0,10,7,0,7,23,16,10,7,2,1,4,1,1,1,0,1,1,1,0,2,0,0,1,1,5,1,4,0,1,1,19,2,0,0,0,0,35,1,1,3,0,0,0
20214,176001000000.0,176001000000.0,211,16.0,10,7,0,7,23,16,4,9,2,1,2,1,1,1,0,1,1,0,0,0,0,3,1,6,11,1,1,1,1,2,338,2,1,0,0,3,369,1,1,4,0,0,0
20221,376001000000.0,376001000000.0,258,16.0,10,7,0,7,23,16,0,0,0,1,2,1,1,1,0,1,0,1,0,1,0,1,0,10,8,0,2,2,0,0,197,2,0,1,0,2,228,1,1,1,0,0,0
20202,176001000000.0,176001000000.0,218,18.0,10,7,1,7,23,16,9,6,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,2,0,4,1,3,1,285,2,1,0,0,3,324,1,1,5,0,0,0
20194,176001000000.0,176001000000.0,203,17.0,10,7,1,7,23,16,4,4,2,1,2,1,1,1,1,1,0,0,1,1,2,0,2,7,6,0,4,1,0,0,282,2,1,0,0,3,322,1,1,5,0,0,0
20202,176001000000.0,176001000000.0,189,18.0,0,7,0,7,23,16,0,8,1,0,2,1,1,1,1,1,0,1,0,1,0,0,0,10,3,2,1,3,0,0,285,2,1,0,0,3,324,1,1,2,0,0,0
20221,376001000000.0,376001000000.0,254,18.0,10,7,0,7,23,16,7,1,2,2,1,1,1,1,1,1,0,1,0,2,3,3,3,12,8,0,3,3,0,0,261,2,0,1,0,0,298,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,225,15.0,10,7,0,7,23,16,10,10,2,1,4,0,0,1,1,1,0,1,0,0,1,1,1,2,10,1,2,2,0,0,334,2,1,0,0,2,366,1,1,5,0,0,0
20182,276001000000.0,276001000000.0,206,18.0,10,7,1,7,23,16,7,7,6,2,1,1,1,1,1,1,0,0,1,1,0,1,0,2,2,2,0,3,3,1,317,2,1,0,0,0,50,0,0,1,0,0,0
20172,176001000000.0,176001000000.0,182,15.0,10,7,1,7,23,16,6,9,0,1,2,0,0,0,0,1,0,0,1,0,0,2,2,2,11,0,0,2,0,0,306,2,1,0,0,0,459,0,1,4,0,0,0
20221,376001000000.0,376001000000.0,272,16.0,10,7,1,7,23,16,0,8,4,2,4,1,1,1,1,1,1,0,1,1,3,3,3,10,2,2,0,0,0,0,48,2,0,1,1,2,71,1,1,0,0,0,0
20202,176001000000.0,176001000000.0,254,16.0,10,7,1,7,23,16,9,7,2,1,2,1,1,0,1,1,0,0,0,0,0,1,2,3,9,2,0,0,1,1,310,2,1,0,0,3,344,1,1,5,0,0,0
20214,176001000000.0,176001000000.0,257,16.0,10,7,0,7,23,16,6,8,1,1,2,1,1,1,1,1,0,1,0,1,1,3,3,9,11,1,0,3,2,1,309,2,1,0,0,3,343,1,1,5,0,0,0
20194,176001000000.0,176001000000.0,220,16.0,10,7,1,7,23,16,9,8,1,1,2,1,0,1,1,1,0,1,0,1,3,3,1,3,6,1,1,3,0,0,342,2,1,0,0,3,526,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,268,15.0,10,7,0,7,23,16,11,8,1,1,2,1,1,0,1,1,0,0,0,2,0,0,1,6,9,0,3,3,0,0,285,2,1,0,0,3,324,1,1,5,0,0,0
20222,276001000000.0,276002000000.0,209,17.0,10,7,1,7,23,16,8,8,0,2,4,0,0,1,0,1,0,1,0,1,0,0,0,12,9,1,0,3,0,0,317,2,1,0,0,0,542,0,1,5,0,0,0
20194,176001000000.0,176001000000.0,268,17.0,10,7,1,7,23,16,8,8,2,2,4,1,1,1,1,1,1,0,1,1,3,3,0,10,12,0,4,1,0,0,370,2,1,0,0,3,397,1,1,1,0,0,0
20182,376001000000.0,376001000000.0,249,16.0,10,7,0,7,23,16,8,8,1,2,2,1,1,0,0,1,0,0,0,0,0,0,2,9,4,0,2,1,0,0,28,2,0,0,0,0,46,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,213,16.0,10,7,1,7,23,16,8,1,1,1,4,1,0,1,1,1,0,1,0,0,1,3,0,5,4,1,4,3,0,0,366,2,1,0,0,3,393,1,1,5,0,0,0
20221,376001000000.0,376001000000.0,263,15.0,10,7,0,7,23,16,0,0,1,1,4,1,1,1,1,1,1,1,0,0,3,2,1,10,10,1,4,0,2,0,66,2,0,1,0,0,92,1,1,1,0,0,0
20171,376001000000.0,376001000000.0,205,17.0,10,7,1,7,23,16,4,1,1,1,4,1,1,1,1,1,1,1,1,0,0,1,0,6,8,0,0,2,3,1,244,2,0,1,0,0,273,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,168,16.0,10,7,1,7,23,16,9,9,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,11,2,0,2,2,1,1,369,2,1,0,0,3,379,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,190,18.0,0,7,1,7,23,16,7,7,0,4,1,0,0,0,1,1,1,1,0,1,2,3,2,9,9,1,0,0,3,1,366,2,1,0,0,3,393,1,1,3,0,0,0
20191,376001000000.0,376001000000.0,278,16.0,10,7,0,7,23,16,6,8,2,1,2,1,1,1,1,1,1,0,0,1,0,3,1,2,2,0,4,2,3,1,415,2,0,1,0,2,444,1,1,0,0,0,0
20181,376001000000.0,376001000000.0,227,18.0,0,7,0,7,23,16,7,9,4,1,4,1,1,1,1,1,1,1,1,0,0,3,1,1,1,0,0,3,3,1,190,0,0,1,0,3,221,1,1,0,0,0,0
20194,376001000000.0,376001000000.0,238,16.0,10,7,1,7,23,16,9,7,2,1,4,1,1,1,1,1,0,1,1,1,1,2,0,3,11,1,0,0,3,1,433,2,0,0,0,0,477,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,253,16.0,10,7,0,7,23,16,0,8,2,1,4,1,1,1,0,1,0,0,0,2,3,1,1,6,4,0,3,3,0,0,354,2,1,0,0,3,394,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,224,16.0,10,7,0,7,23,16,8,9,0,2,2,1,1,1,1,1,1,1,1,1,0,2,3,12,11,0,0,1,0,0,358,2,1,0,0,3,386,1,1,5,0,0,0
20194,376001000000.0,376001000000.0,211,16.0,10,7,0,7,23,16,7,11,1,2,4,1,1,1,1,1,0,0,0,1,2,2,0,11,11,1,4,0,0,0,179,2,0,0,0,3,210,1,1,1,0,0,0
20214,276001000000.0,276001000000.0,268,15.0,10,7,0,7,23,16,7,7,1,1,2,1,1,0,1,1,0,1,0,1,0,1,1,9,11,1,2,2,0,0,297,2,1,0,0,3,333,1,0,5,0,0,0
20214,176001000000.0,176001000000.0,263,16.0,10,7,0,7,23,16,1,7,2,1,2,1,0,1,1,1,1,0,0,0,1,1,0,9,11,1,0,3,0,0,347,2,1,0,0,3,377,1,1,1,0,0,0
20221,376001000000.0,376001000000.0,259,16.0,10,7,0,7,23,16,0,0,1,1,4,1,1,1,0,1,0,0,0,3,1,1,0,2,10,0,2,3,0,0,118,2,0,1,0,2,146,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,263,17.0,0,7,1,7,23,16,7,7,1,1,4,1,1,1,1,0,0,1,1,1,2,3,3,3,9,1,1,3,2,1,326,2,1,0,0,3,359,1,1,1,0,0,0
20172,176001000000.0,176001000000.0,274,16.0,10,7,0,7,23,16,10,8,2,4,0,1,1,1,1,1,1,0,0,0,3,3,0,9,2,2,0,3,3,0,350,2,1,0,0,3,380,1,1,1,0,0,0
20172,176001000000.0,176001000000.0,250,15.0,10,7,0,7,23,16,4,7,1,1,2,1,1,1,1,1,0,0,0,1,0,1,0,3,3,2,2,3,0,0,309,2,1,0,0,3,342,1,1,1,0,0,0
20182,376001000000.0,376001000000.0,190,16.0,10,7,0,7,23,16,6,8,0,2,4,1,1,1,1,1,1,1,0,1,3,3,0,8,11,1,0,3,1,0,271,2,0,0,0,3,309,1,1,1,0,0,0
20202,376001000000.0,376001000000.0,221,16.0,10,7,1,7,23,16,8,8,1,2,2,1,1,1,1,1,0,1,0,0,1,3,1,4,2,0,0,2,3,1,119,2,0,0,0,3,147,1,1,1,0,0,0
20194,376001000000.0,376001000000.0,261,18.0,0,7,1,7,23,16,2,2,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,11,11,0,4,2,1,1,475,2,0,0,0,3,518,1,1,1,0,0,0
20172,176001000000.0,176001000000.0,261,18.0,0,7,0,7,23,16,11,9,1,0,2,1,1,0,0,0,0,0,0,2,0,1,0,4,11,0,1,2,3,1,357,2,1,0,0,3,383,1,1,1,0,0,0
20194,176001000000.0,176001000000.0,240,17.0,10,7,1,7,23,16,9,8,2,1,2,1,0,1,1,0,1,1,1,0,1,3,0,12,4,2,4,2,1,1,278,2,1,0,0,3,318,1,1,1,0,0,0
20214,176001000000.0,176001000000.0,238,16.0,10,7,1,7,23,16,8,8,1,0,2,1,1,1,1,1,1,1,0,2,0,3,1,3,2,2,0,2,2,0,311,2,1,0,0,3,315,1,1,1,0,0,0
20214,176002000000.0,176002000000.0,211,16.0,10,7,0,7,23,16,6,8,0,1,2,0,0,0,0,1,0,0,0,0,2,0,2,11,11,2,1,4,3,0,323,2,1,0,0,3,357,1,1,1,0,0,0
20171,376001000000.0,376001000000.0,241,16.0,10,7,0,7,23,16,9,10,1,1,2,1,1,0,1,1,0,0,0,0,2,0,0,2,11,0,3,3,0,0,198,2,0,1,0,0,229,1,1,1,0,0,0
20222,376001000000.0,376001000000.0,210,16.0,10,7,0,7,23,16,8,8,1,3,4,1,1,0,0,1,0,1,0,0,0,3,0,5,11,0,0,1,0,0,273,2,0,0,0,2,312,1,1,1,0,0,0
20194,176001000000.0,176001000000.0,180,15.0,10,7,1,7,23,16,8,8,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,5,11,1,4,2,1,0,354,2,1,0,0,3,394,1,1,4,0,0,0
20214,376001000000.0,376001000000.0,237,16.0,10,7,1,7,23,16,4,7,2,1,2,1,1,1,0,1,0,1,0,0,1,3,1,0,0,1,0,1,0,1,400,2,0,0,0,3,423,1,1,1,0,0,0
20214,376001000000.0,376001000000.0,215,18.0,0,7,0,7,23,16,4,7,2,0,5,1,0,1,0,1,0,0,0,0,0,3,3,6,2,0,2,3,4,1,430,2,0,0,1,3,473,1,1,2,0,0,0
20172,176001000000.0,176001000000.0,259,17.0,10,7,0,7,23,16,6,9,1,2,4,1,1,0,0,1,0,0,1,1,0,1,2,12,11,1,1,0,0,0,353,2,1,0,0,3,290,1,1,1,0,0,0
20182,176001000000.0,176001000000.0,258,17.0,10,7,0,7,23,16,8,8,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,9,9,0,0,3,3,0,293,2,1,0,0,3,331,1,1,4,0,0,0
20221,376001000000.0,376001000000.0,192,20.0,0,7,0,7,23,16,10,8,1,1,4,1,1,1,1,1,1,1,1,2,3,3,1,4,9,0,0,2,4,2,249,2,0,1,0,3,280,1,1,3,0,0,0
20222,376001000000.0,376001000000.0,254,15.0,10,7,1,7,23,16,0,9,0,1,2,1,1,1,1,1,0,0,1,0,2,0,0,12,9,0,0,2,0,0,29,2,0,0,0,0,47,1,1,1,0,0,0
20222,176001000000.0,176001000000.0,162,18.0,0,7,0,7,23,16,8,8,2,3,4,1,0,1,0,1,0,1,0,0,2,0,0,10,9,0,4,0,1,1,314,2,1,0,0,3,535,0,1,3,0,0,0
20222,176001000000.0,176001000000.0,166,18.0,10,7,0,7,23,16,9,9,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,6,5,0,0,1,0,0,332,2,1,0,0,3,364,1,1,5,0,0,0
20182,376001000000.0,376001000000.0,248,17.0,10,7,0,7,23,16,8,8,0,3,2,1,0,1,1,1,0,1,0,1,0,1,0,6,5,0,4,1,0,0,64,2,0,0,0,0,90,1,1,1,0,0,0
