PERIODO,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,PUNT_GLOBAL,edad,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,GLOBAL_CATEGORICO
20171,376001000000.0,376001000000.0,356,16.0,10,7,0,7,23,16,1,10,0,0,2,1,1,1,1,1,0,0,0,2,3,3,0,8,8,2,3,3,0,0,181,2,0,1,0,0,212,1,1,1,0,0,1
20221,376001000000.0,376001000000.0,305,16.0,10,7,0,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,161,2,0,1,0,2,190,1,1,0,0,0,1
20214,176002000000.0,176002000000.0,360,16.0,10,7,1,7,23,16,7,9,1,2,4,1,0,1,0,1,0,1,0,0,1,0,0,4,11,0,0,1,1,1,323,2,1,0,0,3,21,0,1,1,0,0,1
20171,376001000000.0,376001000000.0,352,16.0,10,7,1,7,23,16,0,4,3,1,2,1,1,1,1,1,1,0,1,2,3,0,0,10,12,0,4,3,0,0,174,2,0,1,0,2,205,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,350,17.0,10,7,1,7,23,16,1,0,3,1,4,1,1,1,1,1,1,0,1,2,3,3,1,10,10,0,4,1,0,0,54,2,0,1,0,0,79,1,1,0,0,0,1
20182,176001000000.0,176001000000.0,300,15.0,10,7,1,7,23,16,8,10,0,1,4,1,1,1,1,1,1,1,0,0,3,3,3,12,10,1,4,3,0,1,359,2,1,0,0,3,408,1,1,1,0,0,1
20171,376001000000.0,376001000000.0,282,16.0,10,7,0,7,23,16,5,5,2,1,4,1,1,1,0,1,1,0,0,0,0,3,0,10,10,1,2,1,0,1,80,2,0,1,0,2,106,1,1,1,0,0,1
20222,176001000000.0,176001000000.0,296,16.0,10,7,1,7,23,16,10,10,1,2,4,1,1,1,0,0,0,1,0,1,0,1,0,6,8,0,0,3,0,0,347,2,1,0,0,3,377,1,1,1,0,0,1
20214,376001000000.0,376001000000.0,334,16.0,10,7,1,7,23,16,0,10,1,1,2,1,1,1,1,1,1,0,0,1,1,3,0,10,4,1,0,3,0,0,472,2,0,0,0,2,515,1,1,1,0,0,1
20172,176001000000.0,176001000000.0,308,17.0,10,7,1,7,23,16,10,7,2,2,1,1,1,1,0,1,0,1,0,2,0,1,0,2,2,1,0,1,4,1,355,2,1,0,0,3,384,1,1,1,0,0,1
20221,376001000000.0,376001000000.0,315,15.0,10,7,0,7,23,16,5,5,3,0,2,1,1,1,1,1,1,0,0,2,1,3,1,10,10,0,3,3,0,0,95,2,0,1,0,0,123,1,1,0,0,0,1
20214,176001000000.0,176001000000.0,340,17.0,10,7,0,7,23,16,0,8,2,1,1,1,1,1,1,1,1,0,0,1,3,3,3,11,6,0,0,3,0,0,368,2,1,0,0,3,396,1,1,4,0,0,1
20202,376001000000.0,376001000000.0,298,16.0,10,7,1,7,23,16,1,1,1,2,4,1,1,1,1,1,1,0,0,3,3,3,1,3,11,0,1,2,0,0,68,2,0,0,0,0,94,1,1,4,0,0,1
20191,376001000000.0,376001000000.0,286,16.0,10,7,1,7,23,16,8,8,2,2,1,1,1,1,1,1,0,0,0,1,3,3,3,2,2,1,4,0,0,0,445,2,0,1,0,0,489,1,1,4,0,0,1
20194,376001000000.0,376001000000.0,282,16.0,10,7,1,7,23,16,4,10,3,1,4,1,1,1,1,1,1,1,1,2,3,3,3,2,12,1,4,2,1,1,67,2,0,0,0,3,93,1,1,1,0,0,1
20201,376001000000.0,376001000000.0,330,16.0,10,7,0,7,23,16,1,8,4,1,4,1,1,1,0,1,1,0,0,3,3,3,0,12,11,0,1,3,3,0,170,2,0,1,0,0,199,1,1,1,0,0,1
20211,376001000000.0,376001000000.0,335,18.0,10,7,0,7,23,16,10,0,5,1,4,1,1,1,1,1,1,0,0,2,3,3,3,6,1,0,0,1,0,0,245,2,0,1,0,0,274,1,1,5,0,0,1
20172,176001000000.0,176001000000.0,301,16.0,10,7,1,7,23,16,8,0,2,2,0,1,1,1,1,1,1,1,0,0,1,3,2,5,12,0,4,1,0,0,379,2,1,0,0,3,326,1,1,4,0,0,1
20172,376001000000.0,376001000000.0,291,15.0,10,7,0,7,23,16,8,8,1,1,1,1,1,1,1,1,1,0,1,1,3,3,3,12,11,0,0,1,0,0,189,2,1,0,0,3,220,1,1,1,0,0,1
20214,376001000000.0,376001000000.0,284,16.0,10,7,1,7,23,16,8,9,1,1,4,1,1,1,1,1,0,1,0,0,1,1,1,10,1,1,0,1,3,1,264,2,0,0,0,2,301,1,1,4,0,0,1
20214,176001000000.0,176001000000.0,305,15.0,10,7,1,7,23,16,10,8,2,1,4,1,1,1,1,1,1,0,0,3,0,1,3,12,11,0,2,3,0,0,357,2,1,0,0,3,383,1,1,5,0,0,1
20194,276001000000.0,276001000000.0,292,16.0,10,7,0,7,23,16,2,7,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,12,11,0,0,1,0,0,336,2,1,0,0,0,460,1,0,5,0,0,1
20191,376001000000.0,376001000000.0,298,17.0,10,7,1,7,23,16,8,10,0,2,1,1,1,0,1,1,0,1,0,0,0,1,0,6,2,1,0,3,1,0,92,2,0,1,0,2,120,1,1,0,0,0,1
20171,376001000000.0,376001000000.0,303,17.0,10,7,1,7,23,16,10,8,2,1,4,1,1,1,0,1,0,0,1,1,0,3,0,6,8,0,2,2,0,0,118,2,0,1,0,2,146,1,1,1,0,0,1
20194,176001000000.0,176001000000.0,311,15.0,10,7,1,7,23,16,0,10,1,1,2,0,1,1,1,1,0,1,1,1,3,3,1,10,12,1,2,1,0,1,309,2,1,0,0,3,343,1,1,5,0,0,1
20181,376001000000.0,376001000000.0,284,16.0,10,7,0,7,23,16,8,7,2,4,3,1,1,0,0,1,0,1,1,0,3,1,3,9,9,0,2,3,0,0,217,2,0,1,0,0,247,1,1,1,0,0,1
20182,376001000000.0,376001000000.0,298,16.0,10,7,1,7,23,16,4,4,3,2,1,1,1,1,1,1,1,1,0,2,3,3,3,10,10,1,0,3,0,0,172,2,0,0,0,0,203,1,1,0,0,0,1
20222,176001000000.0,176001000000.0,287,15.0,10,7,0,7,23,16,9,8,1,2,2,0,0,1,0,0,1,1,0,0,2,0,0,4,4,0,0,4,1,0,279,2,1,0,0,3,319,1,1,1,0,0,1
20221,376001000000.0,376001000000.0,335,16.0,10,7,0,7,23,16,0,0,4,1,0,1,1,1,1,1,1,0,1,2,0,3,1,10,10,1,4,1,0,0,47,2,0,1,0,0,70,1,1,0,0,0,1
20181,376001000000.0,376001000000.0,305,16.0,10,7,1,7,23,16,8,8,1,2,2,1,1,1,1,1,1,1,1,0,0,3,0,10,11,0,0,1,0,0,92,2,0,1,0,2,120,1,1,0,0,0,1
20222,176001000000.0,176001000000.0,328,15.0,10,7,0,7,23,16,10,8,2,1,5,1,1,1,0,1,0,0,0,0,3,0,1,6,11,1,4,1,0,0,305,2,1,0,0,3,343,1,1,5,0,0,1
20182,176001000000.0,176001000000.0,297,17.0,10,7,0,7,23,16,8,8,1,2,1,1,1,0,1,1,0,1,0,1,0,3,2,10,11,2,4,1,0,0,309,2,1,0,0,3,342,1,1,1,0,0,1
20172,176001000000.0,176001000000.0,300,17.0,10,7,1,7,23,16,0,10,2,2,1,1,1,1,1,1,0,0,0,1,1,3,0,8,8,0,0,3,0,0,348,2,1,0,0,3,378,1,1,1,0,0,1
20202,176001000000.0,176001000000.0,285,15.0,10,7,1,7,23,16,10,10,1,0,2,1,1,1,0,1,0,0,1,2,1,1,3,6,8,1,2,1,0,0,313,2,1,0,0,3,346,1,1,4,0,0,1
20221,376001000000.0,376001000000.0,354,16.0,10,7,0,7,23,16,0,10,2,2,4,1,1,1,1,1,1,1,0,1,3,3,3,2,8,1,1,1,0,0,167,2,0,1,0,3,196,1,1,1,0,0,1
20211,376001000000.0,376001000000.0,310,16.0,10,7,1,7,23,16,0,5,2,2,4,1,1,1,1,1,1,1,0,3,1,3,1,1,10,0,4,3,0,0,143,2,0,1,0,0,170,1,1,0,0,0,1
20191,376001000000.0,376001000000.0,332,15.0,10,7,1,7,23,16,0,0,2,1,2,1,1,1,1,1,1,0,0,2,1,1,0,10,10,0,0,1,0,0,168,2,0,1,0,0,197,1,1,0,0,0,1
20182,176001000000.0,176001000000.0,285,15.0,10,7,0,7,23,16,9,9,1,1,5,1,1,0,0,1,0,1,0,0,0,1,0,9,3,1,0,3,0,0,327,2,1,0,0,3,530,1,1,4,0,0,1
20172,376001000000.0,376001000000.0,314,15.0,10,7,0,7,23,16,7,9,1,1,2,1,1,0,0,1,0,1,0,2,3,1,1,12,11,2,1,2,0,0,430,2,0,0,1,3,473,1,1,1,0,0,1
20222,176001000000.0,176001000000.0,322,16.0,10,7,0,7,23,16,8,8,2,1,2,1,1,1,1,0,0,0,0,0,3,3,3,2,2,2,0,1,0,0,276,2,1,0,0,3,356,1,1,1,0,0,1
20182,176001000000.0,176001000000.0,302,17.0,10,7,0,7,23,16,7,7,2,2,1,1,1,1,1,1,0,0,0,1,3,1,0,5,11,2,0,3,0,1,309,2,1,0,0,3,342,1,1,1,0,0,1
20222,176001000000.0,176001000000.0,293,15.0,10,7,1,7,23,16,1,4,2,0,2,1,1,1,1,1,0,1,0,0,1,3,0,11,11,0,4,1,0,0,308,2,1,0,0,3,341,1,1,1,0,0,1
20171,376001000000.0,376001000000.0,315,17.0,10,7,1,7,23,16,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,10,8,0,1,3,3,2,156,2,0,1,1,0,184,1,1,0,0,0,1
20191,376001000000.0,376001000000.0,358,18.0,2,7,0,7,23,16,0,0,5,1,4,1,1,1,1,1,1,0,0,2,3,3,3,11,1,2,0,3,0,0,49,2,0,1,1,0,72,1,1,0,0,0,1
20222,176001000000.0,176001000000.0,302,16.0,10,7,1,7,23,16,8,8,2,1,4,1,1,1,0,1,0,0,1,0,3,3,0,5,8,0,0,1,0,0,338,2,1,0,0,3,369,1,1,1,0,0,1
20222,176002000000.0,176002000000.0,284,16.0,10,7,1,7,23,16,9,9,1,2,0,1,0,1,0,1,1,0,0,0,0,3,1,3,2,1,0,2,0,0,323,2,1,0,0,3,454,0,1,1,0,0,1
20181,376001000000.0,376001000000.0,334,16.0,10,7,0,7,23,16,0,5,2,0,2,1,1,1,1,1,1,0,1,2,0,3,0,9,10,0,2,3,0,0,174,2,0,1,0,2,205,1,1,1,0,0,1
20211,376001000000.0,376001000000.0,332,,10,7,0,7,23,16,5,5,5,2,1,1,1,1,1,1,1,0,0,2,0,3,1,10,10,0,0,1,3,0,163,1,0,1,0,0,192,1,1,0,0,0,1
20194,376001000000.0,376001000000.0,288,18.0,0,7,1,7,23,16,3,10,1,1,1,1,1,1,1,1,1,1,0,1,0,3,0,10,2,2,2,1,4,1,61,2,0,0,0,3,254,1,1,1,0,0,1
20221,376001000000.0,376001000000.0,338,18.0,10,7,0,7,23,16,10,8,1,2,4,1,1,1,1,1,1,0,0,0,1,3,0,12,11,0,4,1,0,0,262,2,0,1,0,3,299,1,1,1,0,0,1
20194,176001000000.0,176001000000.0,286,16.0,10,7,0,7,23,16,1,8,2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,5,8,1,0,1,0,0,333,2,1,0,0,3,365,1,1,1,0,0,1
20222,376001000000.0,376001000000.0,339,15.0,10,7,0,7,23,16,7,8,0,1,2,1,1,1,1,1,1,1,0,3,3,3,3,9,2,0,1,3,0,0,469,2,0,0,0,3,513,1,1,1,0,0,1
20202,176001000000.0,176001000000.0,287,14.0,10,7,1,7,23,16,8,0,2,2,4,1,1,1,1,1,1,0,1,1,1,3,1,2,2,0,0,2,0,0,278,2,1,0,0,3,318,1,1,1,0,0,1
20211,376001000000.0,376001000000.0,319,16.0,10,7,0,7,23,16,8,9,5,2,0,1,1,1,1,1,1,0,0,2,1,3,1,1,12,0,0,3,0,0,143,2,0,1,0,0,170,1,1,0,0,0,1
20172,176001000000.0,176001000000.0,287,15.0,0,7,0,7,23,16,6,9,1,1,2,1,1,1,0,1,0,0,0,0,1,0,2,2,2,0,1,1,1,0,320,2,1,0,0,3,353,1,1,1,0,0,1
20202,176002000000.0,176002000000.0,285,16.0,10,7,0,7,23,16,8,8,0,1,2,1,0,1,1,1,0,1,0,0,0,1,0,6,4,0,0,3,0,0,323,2,1,0,0,3,20,0,1,1,0,0,1
20201,376001000000.0,376001000000.0,321,17.0,10,7,0,7,23,16,5,5,4,1,4,1,1,1,1,1,1,0,0,3,3,3,3,10,10,0,1,3,0,0,245,2,0,1,0,0,274,1,1,5,0,0,1
20221,476001000000.0,476001000000.0,347,16.0,10,7,0,7,23,16,1,0,4,2,4,1,1,1,1,1,1,0,1,1,3,3,1,11,10,2,3,3,0,0,259,2,0,1,0,0,293,1,1,1,0,0,1
20181,376001000000.0,376001000000.0,324,17.0,10,7,0,7,23,16,8,8,3,2,0,1,1,1,1,1,1,0,0,1,1,3,3,1,1,0,0,3,0,0,156,2,0,1,1,0,184,1,1,0,0,0,1
20194,376001000000.0,376001000000.0,296,17.0,10,7,1,7,23,16,8,8,2,0,4,1,1,1,1,1,0,0,1,1,1,1,0,2,2,0,3,1,0,0,111,2,0,0,0,3,139,1,1,1,0,0,1
20171,376001000000.0,376001000000.0,302,16.0,10,7,0,7,23,16,1,0,2,0,2,0,1,1,0,1,0,0,0,2,0,1,0,5,10,0,0,1,0,0,214,2,0,1,0,3,244,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,358,16.0,10,7,1,7,23,16,0,10,2,2,1,1,1,1,1,1,1,0,1,2,0,3,1,10,11,0,0,1,0,0,95,2,0,1,0,0,123,1,1,0,0,0,1
20214,376001000000.0,376001000000.0,340,15.0,10,7,0,7,23,16,10,10,0,1,4,1,1,1,0,1,0,0,0,1,3,3,3,3,2,0,0,3,3,3,39,1,0,0,0,2,59,1,1,0,0,0,1
20181,376001000000.0,376001000000.0,326,16.0,10,7,0,7,23,16,8,8,2,1,4,1,1,1,1,1,1,0,1,2,3,3,3,2,2,0,1,3,0,0,167,2,0,1,0,3,196,1,1,1,0,0,1
20194,176001000000.0,176001000000.0,285,16.0,10,7,1,7,23,16,10,10,3,2,0,1,1,1,1,1,0,1,1,1,3,3,3,1,8,0,0,3,0,0,338,2,1,0,0,3,369,1,1,1,0,0,1
20194,176001000000.0,176001000000.0,332,16.0,10,7,0,7,23,16,9,6,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,10,6,2,0,1,1,0,308,2,1,0,0,3,341,1,1,1,0,0,1
20202,376001000000.0,376001000000.0,311,15.0,10,7,1,7,23,16,6,10,0,1,2,1,1,1,0,1,1,0,1,0,1,1,0,12,2,1,1,1,3,1,246,2,0,0,0,2,275,1,1,0,0,0,1
20171,376001000000.0,376001000000.0,310,15.0,10,7,0,7,23,16,8,0,1,1,2,1,1,0,0,1,0,0,0,0,2,2,1,11,10,0,0,2,0,0,479,2,0,1,0,2,522,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,334,17.0,10,7,0,7,23,16,10,5,4,1,4,1,1,1,1,1,1,0,1,2,2,0,3,12,10,0,1,2,0,0,152,2,0,1,0,0,180,1,1,0,0,0,1
20222,376001000000.0,376001000000.0,356,15.0,10,7,1,7,23,16,8,8,2,2,4,1,1,1,1,1,0,1,0,1,1,3,1,3,11,0,0,0,0,0,264,2,0,0,0,2,301,1,1,4,0,0,1
20211,376001000000.0,376001000000.0,348,18.0,0,7,0,7,23,16,0,0,4,0,4,1,1,1,1,1,1,0,1,3,3,1,3,1,11,0,0,3,0,0,49,2,0,1,1,0,72,1,1,0,0,0,1
20214,176001000000.0,176001000000.0,350,17.0,10,7,1,7,23,16,4,4,1,1,4,1,1,1,1,1,0,1,0,3,1,3,0,6,4,0,4,3,0,0,357,2,1,0,0,3,383,1,1,5,0,0,1
20202,176001000000.0,176001000000.0,338,16.0,10,7,0,7,23,16,8,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,1,0,0,0,362,2,1,0,0,3,389,1,1,5,0,0,1
20202,376001000000.0,376001000000.0,302,16.0,10,7,1,7,23,16,8,10,2,2,4,1,1,1,1,1,1,1,0,2,1,3,3,6,8,1,0,1,0,0,189,2,1,0,0,3,220,1,1,1,0,0,1
20172,176001000000.0,176001000000.0,320,15.0,10,7,0,7,23,16,11,10,1,3,2,1,1,1,0,1,0,0,1,2,1,3,3,3,8,1,3,3,0,1,355,2,1,0,0,3,384,1,1,1,0,0,1
20194,176001000000.0,176001000000.0,296,16.0,10,7,1,7,23,16,8,8,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,5,7,0,2,1,1,1,379,2,1,0,0,3,326,1,1,4,0,0,1
20171,376001000000.0,376001000000.0,286,16.0,10,7,0,7,23,16,8,8,1,2,0,1,1,1,1,1,1,0,1,0,0,3,0,1,10,1,0,1,0,0,191,0,0,1,0,0,222,1,1,0,0,0,1
20181,376001000000.0,376001000000.0,349,16.0,10,7,0,7,23,16,10,11,4,1,4,1,1,1,1,1,1,1,0,2,3,1,1,10,11,0,2,1,0,0,152,2,0,1,0,0,180,1,1,0,0,0,1
20194,176001000000.0,176001000000.0,318,17.0,10,33,0,33,23,16,9,10,0,2,4,1,1,1,1,1,0,1,0,2,3,3,0,9,8,0,1,2,1,1,293,2,1,0,0,3,331,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,334,18.0,0,7,1,7,23,16,5,0,2,1,4,1,1,1,1,1,1,0,1,3,3,0,0,7,5,0,0,2,0,3,175,2,0,1,0,0,206,1,1,0,0,0,1
20194,376001000000.0,376001000000.0,344,16.0,10,7,0,7,23,16,0,0,3,1,4,1,1,1,0,1,1,0,0,3,3,3,3,10,11,2,1,1,0,0,39,1,0,0,0,2,59,1,1,1,0,0,1
20202,376001000000.0,376001000000.0,354,16.0,10,7,1,7,23,16,8,8,0,0,2,1,1,1,1,1,1,0,1,0,0,1,0,3,3,0,4,3,0,0,119,2,0,0,0,3,147,1,1,1,0,0,1
20182,376001000000.0,376001000000.0,321,15.0,10,7,1,7,23,16,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,10,10,0,2,2,0,0,267,2,0,0,0,0,305,1,1,0,0,0,1
20191,376001000000.0,376001000000.0,316,16.0,10,7,1,7,23,16,0,0,3,1,4,1,1,1,1,1,1,1,1,2,1,3,1,5,10,0,1,3,0,0,437,2,0,1,0,0,481,1,1,0,0,0,1
20221,376001000000.0,376001000000.0,343,16.0,10,7,1,7,23,16,5,8,5,1,4,1,1,1,1,1,1,0,1,0,1,1,1,10,11,0,4,1,0,0,5,1,0,1,0,0,13,1,1,0,0,0,1
20181,376001000000.0,376001000000.0,337,16.0,10,7,0,7,23,16,7,9,2,1,4,1,1,1,1,1,0,1,1,1,3,3,0,8,8,0,1,3,0,0,224,2,0,1,0,0,285,1,1,1,0,0,1
20181,376001000000.0,376001000000.0,351,16.0,10,7,1,7,23,16,0,10,1,1,2,0,1,1,1,1,0,1,1,1,3,3,1,10,4,0,0,3,0,0,236,2,0,1,0,0,263,1,1,1,0,0,1
20214,376001000000.0,376001000000.0,290,16.0,10,7,1,7,23,16,8,8,1,0,2,1,1,1,0,1,0,1,1,0,0,3,0,12,10,0,0,1,0,0,264,2,0,0,0,2,301,1,1,1,0,0,1
20222,176001000000.0,176001000000.0,289,15.0,10,7,1,7,23,16,8,8,1,0,2,1,0,0,0,1,0,0,0,0,0,3,0,4,4,0,2,1,1,1,287,2,1,0,0,3,326,1,1,4,0,0,1
20201,376001000000.0,376001000000.0,315,16.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,167,2,0,1,0,3,196,1,1,4,0,0,1
20214,176001000000.0,176001000000.0,285,18.0,0,7,1,7,23,16,10,10,1,0,2,1,1,1,1,1,0,1,0,1,0,3,3,10,11,0,2,2,1,1,346,2,1,0,0,3,376,1,1,5,0,0,1
20222,176001000000.0,176001000000.0,322,15.0,10,7,1,7,23,16,10,11,2,1,2,1,1,1,1,1,1,0,0,0,3,1,0,12,11,0,3,3,0,0,347,2,1,0,0,3,377,1,1,4,0,0,1
20222,176001000000.0,176001000000.0,300,16.0,10,7,0,7,23,16,8,7,2,1,4,1,0,1,1,1,0,0,0,0,1,3,0,3,5,0,0,1,0,0,368,2,1,0,0,3,396,1,1,1,0,0,1
20182,276001000000.0,276001000000.0,317,16.0,10,7,0,7,23,16,8,3,0,1,2,1,0,1,0,1,0,1,0,1,3,1,3,9,5,2,2,2,0,0,324,2,1,0,0,3,556,1,0,4,0,0,1
20201,376001000000.0,376001000000.0,285,16.0,10,7,1,7,23,16,8,8,1,1,4,1,1,1,1,1,0,0,0,0,0,3,0,12,11,0,0,1,0,0,167,2,0,1,0,3,196,1,1,4,0,0,1
20194,376001000000.0,376001000000.0,360,16.0,10,7,0,7,23,16,8,8,2,1,4,1,1,1,1,1,0,0,0,0,1,0,1,12,11,0,0,2,0,0,189,2,1,0,0,3,220,1,1,1,0,0,1
20214,376001000000.0,376001000000.0,293,16.0,10,7,1,7,23,16,9,9,2,1,4,1,0,1,1,1,0,1,1,0,1,3,1,6,8,0,0,2,3,0,61,2,0,0,0,3,254,1,1,1,0,0,1
20214,176001000000.0,176001000000.0,305,15.0,10,7,1,7,23,16,8,10,3,1,1,1,1,1,1,1,1,1,1,0,3,3,1,3,1,1,1,3,0,0,355,2,1,0,0,3,384,1,1,5,0,0,1
20222,176002000000.0,176002000000.0,297,16.0,10,7,1,7,23,16,8,9,1,1,4,1,1,1,1,1,0,1,1,0,3,3,1,1,8,2,0,3,3,1,323,2,1,0,0,3,531,0,1,1,0,0,1
20172,176001000000.0,176001000000.0,315,16.0,10,7,0,7,23,16,9,5,4,0,2,1,1,1,1,1,1,0,1,3,0,1,2,6,10,0,2,3,0,0,331,2,1,0,0,3,296,1,1,1,0,0,1
20182,376001000000.0,376001000000.0,342,16.0,10,7,1,7,23,16,11,8,1,1,2,1,1,0,0,1,0,1,0,1,0,3,2,8,7,2,2,1,3,1,264,2,0,0,0,2,301,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,312,16.0,10,7,1,7,23,13,0,0,2,1,4,1,0,1,1,1,1,0,0,1,3,3,1,1,1,0,2,1,0,0,198,2,0,1,0,0,229,1,1,0,0,0,1
20221,376001000000.0,376001000000.0,294,16.0,10,7,0,7,23,16,8,0,2,1,4,1,1,1,1,1,1,1,0,2,3,3,3,2,10,0,0,3,0,0,80,2,0,1,0,2,106,1,1,1,0,0,1
20191,376001000000.0,376001000000.0,295,18.0,0,6,0,6,23,16,5,0,4,2,1,1,1,1,1,1,0,0,1,2,3,1,0,10,11,1,0,3,0,0,110,2,0,1,0,0,138,1,1,0,0,0,1
20172,176001000000.0,176001000000.0,293,15.0,10,7,1,7,23,16,10,10,2,1,1,1,1,0,1,0,0,0,0,2,1,3,0,9,12,1,1,2,0,0,340,2,1,0,0,3,371,1,1,1,0,0,1
20171,376001000000.0,376001000000.0,328,16.0,10,7,0,7,23,16,0,0,2,1,2,1,1,1,1,0,1,1,1,2,3,3,2,10,10,1,1,2,0,0,54,2,0,1,0,0,79,1,1,0,0,0,1
20182,176001000000.0,176001000000.0,307,17.0,10,7,1,7,23,16,10,10,2,1,4,1,1,1,1,1,1,1,0,0,3,3,3,6,5,1,0,3,0,0,357,2,1,0,0,3,383,1,1,1,0,0,1
20172,376001000000.0,376001000000.0,304,16.0,10,7,1,7,23,16,8,8,6,2,2,1,1,1,1,0,0,0,0,0,0,3,1,3,11,1,0,1,0,0,3,2,0,0,0,0,8,1,1,1,0,0,1
20181,376001000000.0,376001000000.0,313,17.0,10,7,1,7,23,16,8,8,4,1,2,1,1,1,1,1,1,1,1,2,3,3,1,8,11,1,3,3,0,0,167,2,0,1,0,3,196,1,1,4,0,0,1
20211,376001000000.0,376001000000.0,292,15.0,10,7,0,7,23,16,11,11,2,1,1,1,1,1,1,1,1,0,0,0,0,3,0,9,4,0,1,3,0,0,57,2,0,1,0,2,82,1,1,1,0,0,1
20171,376001000000.0,376001000000.0,319,16.0,10,7,0,7,23,16,0,0,4,1,2,1,1,1,1,1,1,0,1,2,0,3,3,1,1,0,2,0,0,0,86,0,0,1,0,0,114,1,1,0,0,0,1
20194,176001000000.0,176001000000.0,285,16.0,10,7,0,7,23,16,9,11,2,2,2,1,1,1,0,0,0,0,0,0,0,3,0,3,11,2,0,1,0,0,276,2,1,0,0,3,356,1,1,1,0,0,1
20172,176001000000.0,176001000000.0,295,16.0,10,7,1,7,23,16,8,10,1,1,2,0,0,1,0,1,0,0,0,2,0,1,1,9,12,0,2,2,1,3,279,2,1,0,0,3,319,1,1,1,0,0,1
20222,176001000000.0,176001000000.0,284,17.0,3,33,1,33,23,16,7,6,0,3,2,1,0,0,0,0,0,0,0,1,2,1,2,6,11,2,4,3,0,0,298,2,1,0,0,3,334,1,1,4,0,0,1
20221,376001000000.0,376001000000.0,310,16.0,10,7,1,7,23,16,9,1,3,2,0,1,1,1,1,1,1,0,1,2,3,3,3,1,2,0,4,3,0,1,166,2,0,1,0,0,195,1,1,0,0,0,1
20214,176001000000.0,176001000000.0,298,15.0,10,7,0,7,23,16,9,9,1,0,2,1,1,1,0,0,0,0,0,1,0,3,3,2,9,0,3,3,3,1,311,2,1,0,0,3,315,1,1,1,0,0,1
20211,376001000000.0,376001000000.0,292,16.0,10,7,1,7,23,16,4,10,3,0,2,1,1,1,1,1,0,0,1,0,1,1,1,9,4,0,4,3,0,0,174,2,0,1,0,2,205,1,1,1,0,0,1
20182,176001000000.0,176001000000.0,345,16.0,10,7,1,7,23,16,10,0,3,1,4,1,1,1,1,1,1,1,1,2,3,3,0,4,4,0,2,2,0,0,333,2,1,0,0,3,365,1,1,1,0,0,1
20201,376001000000.0,376001000000.0,339,16.0,10,7,1,7,23,16,0,5,2,2,1,1,1,1,1,1,1,0,1,2,3,0,0,3,10,2,4,3,0,0,95,2,0,1,0,0,123,1,1,0,0,0,1
20172,376001000000.0,376001000000.0,281,17.0,2,7,1,7,23,16,1,8,1,2,1,1,1,1,1,1,0,1,1,3,1,3,1,12,4,0,0,1,1,0,200,2,0,0,0,2,231,1,1,1,0,0,1
20202,176001000000.0,176001000000.0,293,16.0,10,7,1,7,23,16,7,6,2,3,2,1,1,1,1,1,0,1,0,0,0,1,0,4,11,0,4,3,0,0,362,2,1,0,0,3,389,1,1,5,0,0,1
